id,mz,rt,rtmin,rtmax,n_glc,mean_inten
3620,321.1305,10.33,10.24,10.44,1100000,1100000
5270,322.0006,14.56,14.16,15.1,7300000,7300000
2351,322.0281,7.7,7.65,7.93,160000,160000
3910,322.0449,11.01,10.87,11.33,1100000,1100000
1983,322.061,6.68,6.45,7.25,950000,950000
2094,322.0772,6.88,6.74,7.19,800000,800000
2888,322.0785,8.79,8.5,9.07,1700000,1700000
1613,322.1638,4.53,4.07,4.56,92000,92000
1406,322.1639,3.56,3.3,4.07,1400000,1400000
5372,322.9555,14.65,14.48,14.9,1100000,1100000
4022,323.0088,11.18,11.04,11.36,290000,290000
3827,323.0288,10.81,10.67,11.13,1800000,1800000
4143,323.0289,11.53,11.5,11.76,230000,230000
3697,323.035,10.47,10.41,10.61,680000,680000
3698,323.0475,10.47,10.41,10.61,580000,580000
1997,323.0643,6.71,6.48,6.77,130000,130000
3035,323.0655,9.13,8.79,9.18,530000,530000
3232,323.0793,9.5,9.32,9.65,1200000,1200000
4951,323.1463,13.85,13.68,14.11,450000,450000
1407,323.1673,3.56,3.33,3.76,210000,210000
2660,324.0188,8.39,8.27,8.5,260000,260000
3818,324.0323,10.78,10.7,10.9,140000,140000
2765,324.0404,8.61,8.47,8.96,1300000,1300000
4315,324.0424,11.87,11.81,12.04,210000,210000
2672,324.0938,8.41,8.39,8.59,170000,170000
3599,324.0939,10.27,10.16,10.36,540000,540000
4964,324.1496,13.88,13.71,14.02,84000,84000
4744,324.9793,13.02,12.99,13.16,42000,42000
3728,324.9969,10.53,10.44,10.64,790000,790000
2766,325.0438,8.61,8.56,8.84,190000,190000
4894,325.0507,13.53,13.42,13.71,94000,94000
2673,325.053,8.41,8.27,8.53,2100000,2100000
4423,325.0656,12.16,12.07,12.24,1700000,1700000
3365,325.1254,9.79,9.67,10.07,690000,690000
5016,325.1619,13.96,13.76,14.08,260000,260000
84,325.1845,1.47,1.36,2.04,6600000,6600000
988,325.1845,2.7,2.04,2.76,2200000,2200000
4144,325.5823,11.53,11.41,11.67,790000,790000
2661,325.9808,8.39,8.3,8.53,250000,250000
4735,326.0609,12.96,12.84,13.07,270000,270000
3318,326.065,9.67,9.65,9.84,1000000,1000000
2715,326.1095,8.53,8.24,8.67,5500000,5500000
2874,326.1096,8.76,8.67,9.01,4000000,4000000
1968,326.1107,6.65,6.54,6.8,300000,300000
2515,326.1458,8.13,7.99,8.19,500000,500000
2978,326.1459,8.96,8.79,9.18,820000,820000
85,326.1878,1.47,1.27,1.87,1200000,1200000
4952,326.1976,13.85,13.76,14.08,100000,100000
2716,327.1129,8.53,8.41,8.67,640000,640000
464,327.1452,1.79,1.64,1.96,380000,380000
3245,327.1815,9.53,9.39,9.7,1300000,1300000
149,327.2331,1.53,1.42,2.04,7500000,7500000
3340,328.0228,9.73,9.65,9.99,650000,650000
2568,328.0329,8.22,8.1,8.3,240000,240000
3574,328.0459,10.19,10.01,10.24,340000,340000
3546,328.0586,10.16,10.04,10.36,9800000,9800000
3699,328.0588,10.47,10.36,10.84,1500000,1500000
2407,328.07,7.82,7.76,8.02,320000,320000
1969,328.0779,6.65,6.45,6.68,150000,150000
2484,328.1074,8.1,7.67,8.3,3100000,3100000
2767,328.1252,8.61,8.5,8.79,17000000,17000000
1682,328.1517,4.9,4.47,5.67,350000,350000
1049,328.1848,2.73,2.56,2.76,400000,400000
5124,328.9845,14.42,14.08,15.3,11000000,11000000
3547,329.062,10.16,10.04,10.3,1000000,1000000
3419,329.0782,9.87,9.76,9.99,240000,240000
3402,329.0871,9.84,9.76,10.01,270000,270000
2485,329.1033,8.1,7.99,8.24,330000,330000
3621,329.1121,10.33,10.21,10.58,18000000,18000000
2768,329.1285,8.61,8.5,8.73,1800000,1800000
2033,329.1508,6.77,6.57,6.91,680000,680000
5034,329.1599,14.02,13.88,14.11,270000,270000
427,329.1608,1.73,1.62,2.19,430000,430000
1050,329.2336,2.73,2.53,2.78,460000,460000
505,329.2339,1.87,1.59,1.99,730000,730000
151,329.2488,1.53,1.42,2.07,2200000,2200000
1408,329.6496,3.56,3.33,3.67,160000,160000
3938,329.9877,11.07,10.9,11.41,590000,590000
5256,329.9879,14.53,14.16,14.96,980000,980000
3345,330.02,9.76,9.65,9.93,330000,330000
2801,330.0574,8.64,8.53,8.81,200000,200000
2998,330.0867,9.01,8.93,9.13,480000,480000
3622,330.1155,10.33,10.24,10.44,1800000,1800000
112,330.2522,1.5,1.45,1.87,440000,440000
4498,330.8422,12.3,12.19,12.41,3700000,3700000
5102,331.0002,14.39,14.08,15.13,3100000,3100000
3652,331.0462,10.41,10.27,10.53,2100000,2100000
2731,331.0914,8.56,8.47,8.76,2800000,2800000
2516,331.119,8.13,8.02,8.27,710000,710000
403,331.14,1.7,1.64,1.99,600000,600000
673,331.1401,2.19,2.04,2.3,64000,64000
584,331.1765,1.9,1.67,2.07,260000,260000
152,331.2644,1.53,1.45,1.84,550000,550000
4125,331.948,11.47,11.38,11.58,760000,760000
4056,331.9591,11.24,11.07,11.36,120000,120000
1696,331.9801,4.99,4.76,5.1,88000,88000
2749,332.0948,8.59,8.47,8.73,360000,360000
2200,332.1204,7.25,7.05,7.7,1400000,1400000
1456,332.281,3.64,3.5,3.73,91000,91000
4499,332.838,12.3,12.19,12.41,540000,540000
1898,332.8952,6.25,6.08,6.37,130000,130000
4694,332.9482,12.7,12.53,12.84,120000,120000
4699,332.9608,12.73,12.53,13.05,150000,150000
4349,333.0289,11.93,11.81,12.04,220000,220000
2953,333.0594,8.9,8.79,9.07,800000,800000
3867,333.0595,10.93,10.58,11.13,14000000,14000000
585,333.11130000000003,1.9,1.79,2.1,1900000,1900000
919,333.11130000000003,2.64,2.1,2.76,970000,970000
586,333.1558,1.9,1.73,2.04,240000,240000
404,333.2073,1.7,1.62,2.07,350000,350000
3890,334.0629,10.95,10.84,11.07,1200000,1200000
3636,334.0717,10.36,10.21,10.5,3300000,3300000
642,334.1146,1.93,1.82,2.07,260000,260000
3233,334.1259,9.5,9.47,9.67,780000,780000
3729,334.126,10.53,10.44,10.67,560000,560000
5425,334.8959,14.84,14.82,15.36,190000,190000
5519,334.9142,15.56,15.45,15.71,65000,65000
3868,335.0636,10.93,10.84,11.04,250000,250000
643,335.1084,1.93,1.82,2.07,530000,530000
321,335.2231,1.62,1.56,2.19,980000,980000
2352,336.0438,7.7,7.53,8.02,410000,410000
3461,336.0944,9.96,9.84,10.04,770000,770000
2732,336.111,8.56,8.5,8.7,570000,570000
1409,336.1587,3.56,3.41,3.67,230000,230000
4500,336.8591,12.3,12.16,12.41,3600000,3600000
5336,336.9713,14.62,14.19,15.22,11000000,11000000
4023,337.0014,11.18,11.04,11.38,210000,210000
3036,337.0455,9.13,8.84,9.15,280000,280000
3653,337.0507,10.41,10.33,10.53,600000,600000
2426,337.063,7.9,7.79,8.13,710000,710000
3654,337.0632,10.41,10.33,10.58,980000,980000
3607,337.0938,10.3,10.24,10.44,790000,790000
5084,337.1108,14.33,14.16,14.59,2600000,2600000
199,337.2362,1.56,1.47,1.79,1100000,1100000
657,337.2391,2.01,1.99,2.19,45000,45000
113,337.3114,1.5,1.42,1.87,540000,540000
5337,337.9746,14.62,14.42,14.9,1100000,1100000
1998,338.0334,6.71,6.48,6.85,360000,360000
4335,338.049,11.9,11.79,12.1,420000,420000
2889,338.0561,8.79,8.53,9.04,2000000,2000000
4316,338.0667,11.87,11.76,12.04,1300000,1300000
1984,338.0872,6.68,6.51,6.85,680000,680000
4501,338.8548,12.3,12.19,12.41,430000,430000
5271,338.9692,14.56,14.42,14.99,1300000,1300000
4700,338.989,12.73,12.47,14.16,6100000,6100000
3700,339.0125,10.47,10.41,10.61,480000,480000
4953,339.0662,13.85,13.73,14.05,160000,160000
2674,339.0685,8.41,8.27,8.53,1500000,1500000
4336,339.0699,11.9,11.79,11.98,140000,140000
5017,339.0788,13.96,13.82,14.02,80000,80000
2417,339.1106,7.87,7.67,8.24,1200000,1200000
587,339.1451,1.9,1.7,1.96,97000,97000
86,339.2,1.47,1.36,2.04,4000000,4000000
989,339.2001,2.7,2.41,2.76,1100000,1100000
4701,339.992,12.73,12.53,13.02,400000,400000
4765,339.992,13.07,13.02,13.22,96000,96000
4723,339.9957,12.87,12.79,13.13,83000,83000
2662,339.9965,8.39,8.24,8.41,230000,230000
2517,340.0328,8.13,8.04,8.24,150000,150000
2534,340.1251,8.16,7.87,8.33,320000,320000
588,340.1403,1.9,1.84,2.7,1300000,1300000
69,340.2034,1.45,1.3,1.79,770000,770000
4702,340.9932,12.73,12.61,12.96,120000,120000
4024,341.0067,11.18,11.1,11.41,470000,470000
4025,341.0193,11.18,11.07,11.44,1700000,1700000
2638,341.0305,8.36,8.27,8.59,2400000,2400000
3503,341.109,10.07,9.76,10.44,820000,820000
3799,341.1092,10.7,10.53,10.9,190000,190000
506,341.1607,1.87,1.7,2.01,220000,220000
2769,341.1719,8.61,8.5,8.76,1100000,1100000
2128,341.1752,6.94,6.8,7.05,290000,290000
322,341.2698,1.62,1.42,1.7,260000,260000
4026,342.0226,11.18,11.1,11.3,120000,120000
5053,342.0444,14.22,14.05,14.33,4200000,4200000
2569,342.0484,8.22,8.07,8.3,210000,210000
2486,342.0865,8.1,7.99,8.19,320000,320000
1830,342.1154,6.14,6.02,6.4,110000,110000
2927,342.1196,8.84,8.7,8.9,330000,330000
448,342.1923,1.76,1.7,1.96,200000,200000
153,342.2473,1.53,1.47,1.96,1100000,1100000
4239,342.4701,11.76,11.64,11.9,240000,240000
3817,343.0203,10.76,10.64,10.84,740000,740000
2936,343.0372,8.87,8.76,8.98,260000,260000
2268,343.0499,7.5,7.36,7.59,200000,200000
3765,343.0762,10.58,10.53,10.84,320000,320000
3489,343.0915,10.04,9.9,10.13,290000,290000
589,343.14,1.9,1.62,2.13,570000,570000
154,343.1705,1.53,1.45,2.07,1700000,1700000
2155,343.1725,6.99,6.71,7.14,1100000,1100000
2192,343.1726,7.22,7.14,7.39,420000,420000
264,343.2279,1.59,1.5,1.87,620000,620000
323,343.2855,1.62,1.53,1.76,270000,270000
4482,343.9053,12.27,12.19,12.39,250000,250000
3346,344.0003,9.76,9.67,9.99,800000,800000
3854,344.039,10.9,10.81,11.01,3000000,3000000
2906,344.0604,8.81,8.59,9.07,930000,930000
1178,344.1302,2.95,2.87,3.41,1100000,1100000
155,344.17380000000003,1.53,1.45,1.82,490000,490000
1387,344.1888,3.53,3.41,3.64,210000,210000
5395,344.9584,14.73,14.05,15.45,5200000,5200000
2890,344.9992,8.79,8.67,9.1,400000,400000
5091,345.0157,14.36,14.05,15.56,32000000,32000000
1337,345.0877,3.44,3.24,4.44,1100000,1100000
2518,345.1519,8.13,8.02,8.22,190000,190000
590,345.1556,1.9,1.67,1.96,290000,290000
4679,345.9272,12.67,12.61,12.81,82000,82000
5085,346.0191,14.33,14.11,15.02,2500000,2500000
3828,346.0547,10.81,10.67,10.98,1000000,1000000
3549,346.0559,10.16,10.04,10.67,4700000,4700000
1181,346.1298,2.95,2.87,3.24,710000,710000
5409,346.9567,14.76,14.62,15.22,480000,480000
5272,346.974,14.56,14.25,14.84,1700000,1700000
2602,347.0349,8.33,8.3,8.53,260000,260000
3869,347.04,10.93,10.78,11.3,1400000,1400000
3550,347.0593,10.16,10.07,10.3,350000,350000
5003,347.0604,13.93,13.73,14.08,220000,220000
3216,347.0752,9.47,9.21,9.67,3400000,3400000
3295,347.1032,9.62,9.5,10.07,38000000,38000000
1913,347.8609,6.31,6.28,6.48,52000,52000
4831,347.9489,13.27,13.13,13.33,75000,75000
3504,348.0872,10.07,9.9,10.13,1100000,1100000
2201,348.0978,7.25,7.05,7.62,1200000,1200000
3296,348.1065,9.62,9.5,9.73,5000000,5000000
4881,349.0098,13.5,13.45,13.71,70000,70000
5036,349.0398,14.05,13.93,14.13,180000,180000
4182,349.0544,11.64,11.44,11.79,350000,350000
3217,349.0722,9.47,9.37,9.65,1400000,1400000
3420,349.0772,9.87,9.67,10.04,2400000,2400000
5037,349.0971,14.05,13.82,14.13,92000,92000
3305,349.099,9.65,9.53,9.73,1700000,1700000
2750,349.1019,8.59,8.5,8.73,2500000,2500000
990,349.1061,2.7,2.3,2.76,530000,530000
3297,349.1073,9.62,9.56,9.73,290000,290000
156,349.1235,1.53,1.45,2.07,790000,790000
2663,349.1255,8.39,8.27,8.53,650000,650000
2116,349.1616,6.91,6.82,6.99,180000,180000
2954,349.1618,8.9,8.76,9.1,370000,370000
449,349.2021,1.76,1.67,1.96,270000,270000
3366,350.0172,9.79,9.7,9.96,510000,510000
2325,350.0767,7.67,7.56,7.96,360000,360000
3403,350.0778,9.84,9.76,9.96,310000,310000
157,350.1269,1.53,1.45,1.79,220000,220000
2937,351.0161,8.87,8.76,9.07,360000,360000
991,351.0334,2.7,2.24,2.76,15000000,15000000
644,351.0335,1.93,1.87,2.24,3600000,3600000
3421,351.0744,9.87,9.7,10.01,1300000,1300000
3608,351.094,10.3,10.24,10.5,500000,500000
1999,351.1326,6.71,6.48,7.16,7100000,7100000
955,351.2175,2.67,2.53,2.7,92000,92000
508,351.2178,1.87,1.62,2.04,580000,580000
4844,351.9964,13.3,12.99,13.39,81000,81000
4818,352.0088,13.25,13.07,13.33,82000,82000
992,352.0367,2.7,2.24,2.76,2800000,2800000
2034,352.136,6.77,6.48,6.99,1600000,1600000
4516,352.833,12.33,12.19,12.41,240000,240000
1087,352.8745,2.78,2.76,2.98,680000,680000
5378,352.9453,14.67,14.53,15.16,920000,920000
4642,353.0048,12.61,12.47,12.79,110000,110000
3678,353.0282,10.44,10.36,10.53,640000,640000
993,353.0292,2.7,2.5,2.9,620000,620000
1096,353.0393,2.81,2.76,3.15,2200000,2200000
1097,353.04880000000003,2.81,2.73,3.21,490000000,490000000
2979,353.1203,8.96,8.87,9.1,770000,770000
2999,353.1567,9.01,8.87,9.18,4100000,4100000
4979,353.1784,13.91,13.85,14.05,130000,130000
87,353.2005,1.47,1.39,1.87,530000,530000
1099,353.2263,2.81,2.76,3.01,820000,820000
509,353.2335,1.87,1.59,2.01,970000,970000
1051,353.2335,2.73,2.07,2.76,460000,460000
2487,354.0484,8.1,7.99,8.19,140000,140000
1100,354.0522,2.81,2.73,3.24,99000000,99000000
3000,354.1601,9.01,8.93,9.13,680000,680000
158,354.2474,1.53,1.45,1.87,500000,500000
4909,355.0267,13.62,13.42,13.68,75000,75000
1090,355.0448,2.78,2.73,3.21,20000000,20000000
2603,355.0461,8.33,8.27,8.53,1100000,1100000
1101,355.0553,2.81,2.73,3.21,7500000,7500000
1182,355.0645,2.95,2.9,3.1,120000,120000
4902,355.0977,13.56,13.42,13.73,130000,130000
324,355.2045,1.62,1.56,1.84,510000,510000
1091,356.0481,2.78,2.76,3.18,4600000,4600000
2691,356.0495,8.44,8.3,8.5,170000,170000
1275,356.1036,3.21,3.18,3.38,78000,78000
3957,356.1037,11.1,10.98,11.44,330000,330000
2751,356.12,8.59,8.53,8.73,560000,560000
200,356.263,1.56,1.53,1.76,200000,200000
5086,356.9793,14.33,14.05,14.36,780000,780000
4027,356.9843,11.18,11.07,11.27,540000,540000
4003,356.9996,11.15,11.1,11.38,270000,270000
4168,356.9996,11.58,11.53,11.73,220000,220000
1826,357.1014,6.11,5.88,6.74,580000,580000
591,357.1557,1.9,1.67,2.98,8300000,8300000
1858,358.1049,6.19,5.99,6.45,120000,120000
4081,358.1259,11.33,11.18,11.44,88000,88000
1410,358.1406,3.56,3.33,3.93,590000,590000
592,358.159,1.9,1.79,2.76,1400000,1400000
201,358.213,1.56,1.47,1.84,320000,320000
159,358.2388,1.53,1.45,1.9,1000000,1000000
5181,358.995,14.45,14.22,14.87,1900000,1900000
2928,359.0149,8.84,8.67,9.18,680000,680000
4412,359.041,12.07,11.98,12.19,100000,100000
3083,359.1197,9.15,8.76,9.27,12000000,12000000
4183,359.1252,11.64,11.53,11.76,390000,390000
1411,359.1439,3.56,3.44,3.67,110000,110000
2802,359.1463,8.64,8.53,8.73,820000,820000
2156,359.1501,6.99,6.68,7.31,930000,930000
4954,359.179,13.85,13.82,14.02,60000,60000
376,359.223,1.64,1.53,2.04,1000000,1000000
4809,360.001,13.22,13.02,13.42,160000,160000
3897,360.0162,10.98,10.87,11.33,2100000,2100000
2907,360.0381,8.81,8.56,8.87,320000,320000
2891,360.0974,8.79,8.67,9.04,1900000,1900000
3084,360.1233,9.15,8.81,9.21,1300000,1300000
594,360.1302,1.9,1.87,2.24,220000,220000
2908,360.1302,8.81,8.47,9.18,80000000,80000000
1389,360.1375,3.53,3.33,3.67,160000,160000
5396,360.9324,14.73,14.36,15.39,2700000,2700000
4709,360.971,12.79,12.5,13.27,960000,960000
5338,360.9897,14.62,14.05,15.53,17000000,17000000
5018,361.0607,13.96,13.76,14.08,150000,150000
2910,361.1336,8.81,8.53,9.15,13000000,13000000
2770,361.1407,8.61,8.53,8.73,200000,200000
265,361.1874,1.59,1.47,1.96,470000,470000
325,361.2386,1.62,1.53,1.93,580000,580000
5339,361.9931,14.62,14.22,14.99,1400000,1400000
3939,362.0319,11.07,10.87,11.24,240000,240000
4140,362.051,11.5,11.38,11.7,600000,600000
2929,362.1344,8.84,8.76,9.04,1000000,1000000
2803,362.1459,8.64,8.53,8.96,17000000,17000000
5397,362.9305,14.73,14.65,14.96,400000,400000
5448,362.9306,15.04,14.96,15.33,110000,110000
4028,363.0013,11.18,11.07,11.44,1100000,1100000
3775,363.0983,10.61,10.5,10.73,400000,400000
2804,363.1492,8.64,8.53,8.81,2900000,2900000
4045,364.0046,11.21,11.13,11.33,73000,73000
5054,364.0264,14.22,14.08,14.33,1800000,1800000
1877,364.0974,6.22,6.02,6.37,60000,60000
2955,365.0193,8.9,8.76,9.13,290000,290000
2985,365.0318,8.98,8.81,9.13,550000,550000
3422,365.0548,9.87,9.7,10.01,2200000,2200000
405,365.1186,1.7,1.59,2.13,440000,440000
202,365.2675,1.56,1.45,1.82,490000,490000
2311,366.0543,7.65,7.53,7.9,230000,230000
3435,366.0579,9.9,9.73,9.99,380000,380000
2535,366.1091,8.16,7.85,8.61,7000000,7000000
3188,366.1091,9.42,9.3,9.62,2000000,2000000
3746,366.1092,10.56,10.38,10.64,430000,430000
2938,366.9938,8.87,8.76,9.13,270000,270000
3384,367.0518,9.82,9.67,10.01,880000,880000
428,367.0648,1.73,1.64,2.3,6700000,6700000
3179,367.1055,9.39,9.24,9.67,9100000,9100000
3747,367.1056,10.56,10.36,10.67,2200000,2200000
1985,367.1066,6.68,6.62,6.88,300000,300000
2095,367.1181,6.88,6.74,7.05,220000,220000
595,367.2128,1.9,1.73,1.96,310000,310000
4845,367.9826,13.3,13.02,13.42,110000,110000
429,368.0681,1.73,1.67,1.99,1200000,1200000
3180,368.1088,9.39,9.24,9.62,1500000,1500000
2538,368.1089,8.16,7.87,8.59,3900000,3900000
3748,368.109,10.56,10.44,10.64,300000,300000
2862,368.1248,8.73,8.47,8.84,2800000,2800000
2830,368.1371,8.67,8.53,8.76,730000,730000
1391,368.1693,3.53,3.38,3.64,110000,110000
5440,368.9197,14.9,14.76,15.33,370000,370000
70,368.9768,1.45,1.36,1.64,520000,520000
674,368.9769,2.19,1.96,2.24,92000,92000
5067,368.977,14.28,14.08,14.39,2200000,2200000
5416,368.977,14.79,14.45,15.22,1100000,1100000
4724,368.9996,12.87,12.7,13.27,270000,270000
4874,368.9996,13.48,13.42,13.65,51000,51000
4980,369.0424,13.91,13.76,14.13,190000,190000
450,369.0606,1.76,1.67,1.87,310000,310000
2912,369.1099,8.81,8.76,9.15,330000,330000
4955,369.1132,13.85,13.73,14.11,270000,270000
596,369.2285,1.9,1.7,1.99,420000,420000
1463,370.0756,3.67,3.58,3.84,53000,53000
2865,370.1246,8.73,8.5,8.79,1500000,1500000
2096,370.137,6.88,6.68,7.16,950000,950000
2831,370.1405,8.67,8.53,8.76,7600000,7600000
203,370.2788,1.56,1.45,1.99,1000000,1000000
693,370.2788,2.27,2.04,2.41,69000,69000
4664,370.9787,12.64,12.53,12.79,160000,160000
4399,370.9789,12.04,11.98,12.16,180000,180000
4643,370.9913,12.61,12.56,12.76,88000,88000
406,371.0153,1.7,1.62,2.3,670000,670000
1208,371.0597,3.01,2.84,3.44,17000000,17000000
3423,371.0717,9.87,9.73,10.01,1200000,1200000
4905,371.0752,13.59,13.39,13.73,140000,140000
2847,371.1261,8.7,8.53,8.76,380000,380000
451,371.1712,1.76,1.67,1.96,120000,120000
2143,371.18,6.97,6.77,7.16,1200000,1200000
4606,371.5386,12.56,12.39,12.76,2700000,2700000
4607,372.0404,12.56,12.39,12.76,740000,740000
1209,372.063,3.01,2.84,3.47,3500000,3500000
2326,372.0777,7.67,7.59,7.85,200000,200000
2939,372.0972,8.87,8.73,9.15,2900000,2900000
2833,372.1402,8.67,8.5,8.76,3800000,3800000
204,372.1607,1.56,1.45,1.87,450000,450000
4644,372.9711,12.61,12.5,12.96,350000,350000
4754,372.9711,13.05,12.96,13.25,76000,76000
4542,372.9851,12.44,12.27,12.53,1200000,1200000
5125,373.0107,14.42,14.11,15.13,29000000,29000000
160,373.0454,1.53,1.42,1.82,620000,620000
1194,373.0555,2.98,2.87,3.36,720000,720000
1183,373.0666,2.95,2.87,3.1,210000,210000
3424,373.0688,9.87,9.76,9.99,480000,480000
2930,373.1005,8.84,8.76,8.96,460000,460000
3385,373.1217,9.82,9.7,10.01,510000,510000
2772,373.141,8.61,8.53,8.73,540000,540000
2202,373.1834,7.25,7.02,7.45,500000,500000
5004,373.1945,13.93,13.76,14.08,760000,760000
430,373.2022,1.73,1.64,1.96,120000,120000
4832,373.9907,13.27,13.07,13.39,75000,75000
5240,374.0141,14.5,14.19,14.84,2700000,2700000
161,374.0452,1.53,1.45,1.7,270000,270000
266,374.055,1.59,1.47,1.84,410000,410000
1210,374.0588,3.01,2.9,3.21,130000,130000
2834,374.1128,8.67,8.56,8.76,270000,270000
2354,374.1158,7.7,7.56,7.85,960000,960000
163,374.2449,1.53,1.45,2.04,320000000,320000000
164,374.2555,1.53,1.47,2.41,2000000,2000000
267,374.4387,1.59,1.45,1.93,540000,540000
1821,374.8799,6.08,6.02,6.51,220000,220000
2940,374.9924,8.87,8.76,9.13,610000,610000
1102,375.031,2.81,2.76,3.21,6200000,6200000
2269,375.105,7.5,7.45,7.76,250000,250000
2312,375.1191,7.65,7.62,7.82,220000,220000
1519,375.1313,3.93,3.67,4.5,310000,310000
2054,375.1596,6.8,6.45,7.02,420000,420000
4981,375.1921,13.91,13.79,14.05,100000,100000
431,375.2179,1.73,1.59,2.01,360000,360000
1116,376.0343,2.84,2.76,3.18,1200000,1200000
4796,376.1001,13.19,13.1,13.3,140000,140000
3272,376.1019,9.59,9.47,9.7,570000,570000
3462,376.1019,9.96,9.84,10.07,220000,220000
166,376.2519,1.53,1.45,2.04,6900000,6900000
1878,376.877,6.22,6.05,6.42,65000,65000
5398,376.9064,14.73,14.62,15.33,620000,620000
5340,376.9637,14.62,14.11,15.36,5600000,5600000
4695,376.9956,12.7,12.53,13.1,180000,180000
4965,377.0222,13.88,13.76,14.02,78000,78000
1117,377.0269,2.84,2.78,3.07,230000,230000
2718,377.0843,8.53,8.44,8.61,410000,410000
3306,377.0857,9.65,9.34,9.76,12000000,12000000
3471,377.0858,9.99,9.76,10.24,15000000,15000000
2097,377.1569,6.88,6.6,7.22,890000,890000
452,377.2005,1.76,1.67,2.01,850000,850000
483,377.2335,1.84,1.67,1.96,610000,610000
5274,377.967,14.56,14.53,14.9,600000,600000
4451,377.9939,12.24,12.19,12.39,230000,230000
3463,378.0891,9.96,9.56,10.13,2000000,2000000
2570,378.1258,8.22,8.07,8.27,170000,170000
5399,378.9619,14.73,14.5,14.93,720000,720000
4057,378.9816,11.24,11.07,11.41,530000,530000
4169,378.9816,11.58,11.5,11.67,260000,260000
3464,379.0828,9.96,9.37,10.19,4800000,4800000
1879,379.0834,6.22,6.05,6.31,66000,66000
2355,379.0856,7.7,7.62,7.9,310000,310000
3465,379.0905,9.96,9.84,10.07,200000,200000
3472,379.1014,9.99,9.87,10.1,1100000,1100000
3298,379.1015,9.62,9.47,9.7,670000,670000
2157,379.1433,6.99,6.85,7.11,440000,440000
432,379.2161,1.73,1.64,1.87,660000,660000
3473,380.0862,9.99,9.56,10.1,580000,580000
5470,380.8329,15.27,15.04,15.59,360000,360000
3028,380.9968,9.1,8.76,9.15,540000,540000
2987,381.0095,8.98,8.79,9.15,740000,740000
3425,381.0272,9.87,9.73,10.01,460000,460000
3976,381.0436,11.13,10.93,11.3,5200000,5200000
4833,381.9831,13.27,13.07,13.39,89000,89000
3977,382.0469,11.13,10.98,11.3,510000,510000
1631,382.185,4.62,4.53,4.73,110000,110000
1392,382.1851,3.53,3.27,3.99,1200000,1200000
4517,382.5506,12.33,12.3,12.47,110000,110000
3809,382.5507,10.73,10.58,10.95,1700000,1700000
4004,383.0394,11.15,11.01,11.27,390000,390000
3810,383.0524,10.73,10.61,10.81,380000,380000
2418,383.1089,7.87,7.76,7.99,300000,300000
3819,383.1198,10.78,10.53,10.93,290000,290000
2773,383.1227,8.61,8.5,8.81,12000000,12000000
1393,383.1884,3.53,3.33,3.7,220000,220000
2805,384.1153,8.64,8.56,8.79,480000,480000
2774,384.126,8.61,8.53,8.76,2200000,2200000
1394,384.1643,3.53,3.44,3.64,95000,95000
5441,384.8937,14.9,14.82,15.3,170000,170000
5427,384.951,14.84,14.59,15.36,820000,820000
5027,385.0163,13.99,13.76,14.08,200000,200000
453,385.0753,1.76,1.67,1.93,510000,510000
4982,385.0909,13.91,13.73,14.08,290000,290000
1412,385.1595,3.56,3.33,3.7,300000,300000
5055,386.0084,14.22,14.08,14.3,1100000,1100000
4717,386.0337,12.84,12.7,13.02,1400000,1400000
4126,386.9696,11.47,11.38,11.58,570000,570000
5103,387.0154,14.39,14.33,14.65,1600000,1600000
5126,387.0264,14.42,14.08,15.3,280000000,280000000
4718,387.0372,12.84,12.73,12.99,170000,170000
433,387.2026,1.73,1.64,1.93,170000,170000
4719,388.0295,12.84,12.76,12.96,120000,120000
5182,388.0297,14.45,14.11,15.1,30000000,30000000
167,388.1556,1.53,1.42,2.47,3200000,3200000
114,388.2528,1.5,1.42,1.99,930000,930000
5241,388.9847,14.5,14.19,15.07,8600000,8600000
5127,389.0303,14.42,14.22,14.9,5000000,5000000
2265,389.038,7.47,7.28,7.7,340000,340000
3404,389.0993,9.84,9.73,10.04,650000,650000
115,389.159,1.5,1.42,2.19,880000,880000
5019,389.1721,13.96,13.76,14.05,510000,510000
116,389.2911,1.5,1.45,1.9,550000,550000
4819,389.952,13.25,13.16,13.36,81000,81000
4820,389.9646,13.25,12.99,13.42,86000,86000
5275,389.9881,14.56,14.48,14.76,1100000,1100000
4787,390.1157,13.13,13.02,13.27,160000,160000
168,390.24,1.53,1.42,2.04,1800000,1800000
4736,390.9817,12.96,12.76,12.99,55000,55000
5276,390.9829,14.56,14.5,14.79,800000,800000
2288,391.0826,7.59,7.5,7.79,250000,250000
1467,391.0948,3.7,3.61,3.87,72000,72000
2719,391.0999,8.53,8.47,8.76,420000,420000
1986,391.1251,6.68,6.54,6.88,420000,420000
2806,391.1547,8.64,8.53,8.79,410000,410000
597,391.2128,1.9,1.73,1.96,340000,340000
117,391.2433,1.5,1.47,1.73,430000,430000
2129,392.1563,6.94,6.8,7.19,1100000,1100000
2988,392.1676,8.98,8.87,9.15,3800000,3800000
4289,392.9037,11.79,11.64,12.13,740000,740000
4543,392.9038,12.44,12.39,12.73,240000,240000
4680,392.9732,12.67,12.53,12.81,100000,100000
2676,393.0404,8.41,8.3,8.5,400000,400000
1211,393.0417,3.01,2.9,3.41,260000,260000
4376,393.0726,11.98,11.87,12.13,670000,670000
