name,revised_Query,Compound_Name,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Hilic_20min_QE,Hilic_25min_QE,Hilic_25min_QE2,Hilic_Rutgers_QEPlus,Hilic_30min_QTOF,E_Waters_25min,E_30min,lipids,formula,mass,rdbe
hyaluronate,hyaluronate,Hyaluronan,HMDB0010366,24759,,,,CC(=O)N[C@H]1[C@@H](O[C@@H]([C@H](C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O[C@H]3[C@@H](C([C@@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)NC(=O)C)O)O)O)CO)O,,,,,,,,,C28H44N2O23,776.2334857,8
2-Hydroxy Hippuric Acid,Salicyluric acid,Salicyluric acid,HMDB0000840,10253,9008,C07588,617,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,,3,2.889801898,,,,,,C9H9N1O4,195.0531578,6
Homogentisic acid,Homogentisic acid,Homogentisic acid,HMDB0000130,780,44747,C00544,331,C1=CC(=C(C=C1O)CC(=O)O)O,,2.96,2.851271206,,,,,,C8H8O4,168.0422587,5
Hexanoyl Glycine,Hexanoylglycine,Hexanoylglycine,HMDB0000701,99463,64390,,5669,CCCCCC(=O)NCC(=O)O,,3.05,2.937965263,,,,,,C8H15N1O3,173.1051934,2
Guaiacol,Guaiacol,Guaiacol,HMDB0001398,460,28591,C01502,6217,COC1=CC=CC=C1O,,2.96,2.851271206,,,,,,C7H8O2,124.0524295,4
3-Indolepropionic acid,3-Indolepropionic acid,Indole-3-propionic acid,HMDB0002302,3744,43580,,6602,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,,2.98,2.870536552,,,,,,C11H11N1O2,189.0789786,7
O-Phosphorylethanolamine,O-Phosphorylethanolamine,O-Phosphoethanolamine,HMDB0000224,1015,17553,C00346,5233,C(COP(=O)(O)O)N,,14.1,13.58206892,,,,,,C2H8N1O4P1,141.0190942,0
N-Acetyl-L-tyrosine,N-Acetyl-L-tyrosine,N-Acetyl-L-tyrosine,HMDB0000866,68310,201465,C01657,,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,,7.1,6.839197824,,,,,,C11H13N1O4,223.0844579,6
Indole-3-pyruvic acid,Indole-3-pyruvic acid,Indolepyruvate,HMDB0094701,NA,,,,OC(=O)C(=O)CC1=CNC2=CC=CC=C12,,2.57,2.475596959,,,,,,C11H9N1O3,203.0582432,8
2-Ketobutyric acid,2-Ketobutyric acid,2-Ketobutyric acid,HMDB0000005,58,30831,C00109,,CCC(=O)C(=O)O,,2.83,2.726046457,,,,,,C4H6O3,102.0316941,2
2-Phenylpropionic acid,2-Phenylpropionic acid,2-Phenylpropionate,HMDB0011743,10296,48526,,,CC(C1=CC=CC=C1)C(=O)O,,2.8,2.697148438,,,,,,C9H10O2,150.0680796,5
4-Methylvaleric acid,4-Methylvaleric acid,Isocaproic acid,HMDB0000689,12587,74903,,4191,CC(C)CCC(=O)O,,3,2.889801898,,,,,,C6H12O2,116.0837296,1
N-(5-Aminopentyl)acetamide,N-(5-Aminopentyl)acetamide,N-Acetylcadaverine,HMDB0002284,189087,,,,CC(=O)NCCCCCN,,13.22,12.7343937,,,,,,C7H16N2O1,144.1262632,1
3-Hydroxyisovaleric acid,3-Hydroxyisovaleric acid,3-Hydroxyisovaleric acid,HMDB0000754,69362,37084,,5722,CC(C)(CC(=O)O)O,,6,5.779603795,,,,,,C5H10O3,118.0629942,1
2-Hydroxyvaleric acid,2-Hydroxyvaleric acid,2-Hydroxyvaleric acid,HMDB0001863,98009,60647,,,CCCC(C(=O)O)O,,4,3.853069197,,,,,,C5H10O3,118.0629942,1
Indole-3-acetaldehyde,Indole-3-acetaldehyde,Indoleacetaldehyde,HMDB0001190,800,18086,C00637,6068,C1=CC=C2C(=C1)C(=CN2)CC=O,,2.65,2.552658343,,,,,,C10H9N1O1,159.0684139,7
Cysteine-glutathione disulphide,Cysteine-glutathione disulfide,Cysteineglutathione disulfide,HMDB0000656,53477713,,,5628,C(CC(=O)N[C@@H](CSSCC(C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,,13.8,13.29308873,,,,,,C13H22N4O8S2,426.0879052,5
3-Ureidopropionic acid,3-Ureidopropionic acid,Ureidopropionic acid,HMDB0000026,111,18261,C02642,5097,C(CNC(=O)N)C(=O)O,,11,10.59594029,6.42,,,,,C4H8N2O3,132.0534921,2
Benzoic acid,Benzoic acid,Benzoic acid,HMDB0001870,243,30746,C00180,1297,C1=CC=C(C=C1)C(=O)O,,10.4,10.01797991,,,,,,C7H6O2,122.0367794,5
2-Oxoisopentanoic acid,Alpha-ketoisovaleric acid,Alpha-ketoisovaleric acid,HMDB0000019,49,16530,C00141,5091,CC(C)C(=O)C(=O)O,,2.6,2.504494978,,,,,,C5H8O3,116.0473441,2
3-Indoxyl sulfate,3-Indoxyl sulfate,Indoxyl sulfate,HMDB0000682,10258,43355,,524,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O,,2,1.926534598,,,,,,C8H7N1O4S1,213.0095784,6
Hypotaurine,Hypotaurine,Hypotaurine,HMDB0000965,107812,16668,C00519,281,C(CS(=O)O)N,,12.6,12.13716797,,,,,,C2H7N1O2S1,109.0197492,0
Cysteine S-sulfate,Cysteine-S-sulfate,Cysteine-S-sulfate,HMDB0000731,115015,27891,C05824,,C([C@@H](C(=O)O)N)SS(=O)(=O)O,,9.8,9.440019532,,,,,,C3H7N1O5S2,200.9765638,1
3-Phenylpropionic acid,3-Phenylpropionic acid,Hydrocinnamic acid,HMDB0000764,107,28631,C05629,4153,C1=CC=C(C=C1)CCC(=O)O,,2.8,2.697148438,,,,,,C9H10O2,150.0680796,5
Trimethylamine N-oxide,Trimethylamine N-oxide,Trimethylamine N-oxide,HMDB0000925,1145,15724,C01104,5876,C[N+](C)(C)[O-],,12.6,12.13716797,,,,,,C3H9N1O1,75.06841392,0
Pargyline,Pargyline,Pargyline,HMDB0015563,4688,128477,C07414,,CN(CC#C)CC1=CC=CC=C1,,13.5,13.00410854,,,,,,C11H13N1,159.1047994,6
Phenaceturic acid,Phenaceturic acid,Phenylacetylglycine,HMDB0000821,68144,27480,C05598,4237,C1=CC=C(C=C1)CC(=O)NCC(=O)O,,6.9,6.646544364,,,,,,C10H11N1O3,193.0738932,6
Diethanolamine,Diethanolamine,Diethanolamine,HMDB0004437,8113,28123,C06772,3239,C(CO)NCCO,,11.8,11.36655413,,,,,,C4H11N1O2,105.0789786,0
Triethanolamine,Triethanolamine,Triethanolamine,HMDB0032538,7618,28621,C06771,,C(CO)N(CCO)CCO,,7.16,6.896993862,,,,,,C6H15N1O3,149.1051934,0
gamma-Butyrobetaine,gamma-Butyrobetaine,4-Trimethylammoniobutanoic acid,HMDB0001161,134,1941,C01181,6043,C[N+](C)(C)CCCC(=O)O,,13.4,12.90778181,,,,,,C7H15N1O2,145.1102787,1
2-Oxoadipic acid,2-Oxoadipic acid,Oxoadipic acid,HMDB0000225,71,15753,C00322,5234,C(CC(=O)C(=O)O)CC(=O)O,,12.4,11.94451451,,,,,,C6H8O5,160.0371734,3
N6-N6-N6-Trimethyllysine,"N6,N6,N6-Trimethyl-L-lysine","N6,N6,N6-Trimethyl-L-lysine",HMDB0001325,440120,17311,C03793,6161,C[N+](C)(C)CCCC[C@@H](C(=O)[O-])N,,17.1,16.47187082,,,,,,C9H20N2O2,188.1524779,1
Hydroxy-methoxycinnamic acid,3-Hydroxy-4-methoxycinnamic acid,Isoferulic acid,HMDB0000955,736186,493263,C10470,5901,COC1=C(C=C(C=C1)/C=C/C(=O)O)O,,,,2.23,,,,,C10H10O4,194.0579088,6
Tryptophol,Tryptophol,Tryptophanol,HMDB0003447,10685,17890,C00955,6932,C1=CC=C2C(=C1)C(=CN2)CCO,,,,1.22,,,,,C10H11N1O1,161.084064,6
Kynurenine,Kynurenine,L-Kynurenine,HMDB0000684,161166,16946,C00328,72,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,,,,3.53,,,,,C10H12N2O3,208.0847923,6
Deoxyinosine,Deoxyinosine,Deoxyinosine,HMDB0000071,65058,28997,C05512,3383,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)CO)O,,,,2.86,,,,,C10H12N4O4,252.0858549,7
Inosine,Inosine,Inosine,HMDB0000195,6021,17596,C00294,84,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,,,,,,,,,C10H12N4O5,268.0807695,7
Xanthosine,Xanthosine,Xanthosine,HMDB0000299,64959,18107,C01762,3408,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,,,,4.79,,,,,C10H12N4O6,284.0756841,7
Cyclic AMP,Cyclic AMP,Cyclic AMP,HMDB0000058,6076,17489,C00575,5120,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O,,,,4.34,,,,,C10H12N5O6P1,329.0525196,8
3-Phenylbutyric acid,3-Phenylbutyric acid,3-Phenylbutyric acid,HMDB0001955,20724,,,6399,CC(CC(=O)O)C1=CC=CC=C1,,,,1.91,,,,,C10H12O2,164.0837296,5
3 4-Dimethoxyphenylacetic acid,"3,4-Dimethoxyphenylacetic acid",Homoveratric acid,HMDB0000434,7139,,,5423,COC1=C(C=C(C=C1)CC(=O)O)OC,,,,2.23,,,,,C10H12O4,196.0735589,5
Xanthosine-5-phosphate,Xanthosine 5'-phosphoric acid,Xanthylic acid,HMDB0001554,73323,15652,C00655,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,,,,11.48,,,,,C10H13N4O9P1,364.0420145,7
Deoxyadenosine,Deoxyadenosine,Deoxyadenosine,HMDB0000101,13730,17256,C00559,3382,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,,,,2,,,,,C10H13N5O3,251.1018393,7
Adenosine,Adenosine,Adenosine,HMDB0000050,60961,16335,C00212,86,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,,,,2.6,,,,,C10H13N5O4,267.0967539,7
Deoxyguanosine,Deoxyguanosine,Deoxyguanosine,HMDB0000085,187790,17172,C00330,3395,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O,,,,3.37,,,,,C10H13N5O4,267.0967539,7
Guanosine,Guanosine,Guanosine,HMDB0000133,6802,16750,C00387,87,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N,,,,,,,,,C10H13N5O5,283.0916686,7
Thymidine,Thymidine,Thymidine,HMDB0000273,5789,17748,C00214,3375,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,,,,1.95,,,,,C10H14N2O5,242.0902716,5
Biotin,Biotin,Biotin,HMDB0000030,171548,15956,C00120,243,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,,,,3.99,,,,,C10H16N2O3S1,244.0881631,4
Glutathione,Glutathione,Glutathione,HMDB0000125,124886,16856,C00051,44,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,,,,9.13,,,,,C10H17N3O6S1,307.083806,4
L-arginino-succinate,Argininosuccinic acid,Argininosuccinic acid,HMDB0000052,16950,15682,C03406,5115,C(C[C@@H](C(=O)O)N)CN=C(N)N[C@@H](CC(=O)O)C(=O)O,,,,11.11,,,,,C10H18N4O6,290.1226343,4
N-octanoylglycine,N-octanoylglycine,Capryloylglycine,HMDB0000832,84290,74099,,5795,CCCCCCCC(=O)NCC(=O)O,,,,1.91,,,,,C10H19N1O3,201.1364935,2
Spermine,Spermine,Spermine,HMDB0001256,1103,15746,C00750,255,C(CCNCCCN)CNCCCN,,,,1.32,,,,,C10H26N4,202.2157469,0
Xanturenic acid,Xanthurenic acid,Xanthurenic acid,HMDB0000881,5699,217069,C02470,5841,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,,,,3.46,,,,,C10H7N1O4,205.0375077,8
Indolelactic acid,Indolelactic acid,Indolelactic acid,HMDB0000671,92904,24813,C02043,5641,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,,,,2.01,,,,,C11H11N1O3,205.0738932,7
Tryptophan,Tryptophan,L-Tryptophan,HMDB0000929,6305,16828,C00078,5879,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,,,,3.3,,,,,C11H12N2O2,204.0898776,7
5-Hydroxytryptophan,5-Hydroxytryptophan,5-Hydroxy-L-tryptophan,HMDB0000472,144,28171,C01017,,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,,,,4.55,,,,,C11H12N2O3,220.0847923,7
1-(4-Hydroxyphenyl)piperidin-2-one,1-(4-Hydroxyphenyl)piperidin-2-one,NA,NA,11672829,,,,C1CCN(C(=O)C1)C2=CC=C(C=C2)O,,,,1.75,,,,,C11H13N1O2,191.0946287,6
Acetyl-Phenylalanine,N-Acetyl-L-phenylalanine,N-Acetyl-L-phenylalanine,HMDB0000512,74839,16259,C03519,5498,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,,,,2.15,,,,,C11H13N1O3,207.0895433,6
Nicotinamide riboside,Nicotinamide riboside,Nicotinamide riboside,HMDB0000855,439924,15927,C03150,5818,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,,,,,,,,,C11H14N2O5,254.0902716,6
Nicotinamide ribotide,Nicotinamide ribotide,Nicotinamide ribotide,HMDB0000229,14180,16171,C00455,5238,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)[O-])O)O)C(=O)N,,,,10.82,,,,,C11H15N2O8P1,334.056602,6
5- Methylthioadenosine,5'-Methylthioadenosine,5'-Methylthioadenosine,HMDB0001173,439176,17509,C00170,3425,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,,,,1.9,,,,,C11H15N5O3S1,297.0895601,7
Indoleacrylic acid,Indoleacrylic acid,Indoleacrylic acid,HMDB0000734,15030923,90333,,5702,C1=CC=C2C(=C1)C=C(N2)/C=C/C(=O)O,,,,1.98,,,,,C11H9N1O2,187.0633285,8
N-acetylserotonin,N-acetylserotonin,N-Acetylserotonin,HMDB0001238,903,17697,C00978,366,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,,,,1.77,,,,,C12H14N2O2,218.1055277,7
3 4 5-Trimethoxycinnamic acid,"3,4,5-Trimethoxycinnamic acid","3,4,5-Trimethoxycinnamic acid",HMDB0002511,735755,,,6705,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)O,,,,1.91,,,,,C12H14O5,238.0841235,6
Thiamine,Thiamine,Thiamine,HMDB0000235,1130,18385,C00378,5242,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,,,,6.18,,,,,C12H16N4O1S1,264.1044819,7
Thiamine pyrophosphate,Thiamine pyrophosphate,Thiamine pyrophosphate,HMDB0001372,1132,9532,C00068,2832,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,,,,13.19,,,,,C12H18N4O7P2S1,424.0371427,7
Pirbuterol,Pirbuterol,Pirbuterol,HMDB0015407,4845,724172,C07807,,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O,,,,4.78,,,,,C12H20N2O3,240.1473925,4
D-Melibiose,D-Melibiose,Melibiose,HMDB0000048,440658,28053,C05402,3478,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,,,,9.24,,,,,C12H22O11,342.1162115,2
Trehalose-6-phosphate,Trehalose-6-phosphate,Trehalose 6-phosphate,HMDB0001124,122336,18283,C00689,6019,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O)O)O)O,,,,12.18,,,,,C12H23O14P1,422.0825419,2
Aspartyl-Phenylalanine,Aspartyl-Phenylalanine,Aspartylphenylalanine,HMDB0000706,93078,385866,,5674,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)N,,,,6.93,,,,,C13H16N2O5,280.1059216,7
Tridecanoic acid,Tridecanoic acid,Tridecanoic acid,HMDB0000910,12530,45919,C17076,5866,CCCCCCCCCCCCC(=O)O,,,,1.24,,,,,C13H26O2,214.1932801,1
S-adenosyl-L-homocysteine,S-adenosyl-L-homocysteine,S-Adenosylhomocysteine,HMDB0000939,439155,16680,C00021,296,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O,,,,7.81,,,,,C14H20N6O5S1,384.1215885,8
Triiodothyronine (Liothyronine),Liothyronine,Liothyronine,HMDB0000265,5920,18258,C02465,5265,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,,,,1.91,,,,,C15H12I3N1O4,650.7900519,9
3 5-Diiodothyronine,"3,5-Diiodothyronine","3,5-Diiodothyronine",HMDB0000582,123675,350682,,5564,C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I,,,,1.91,,,,,C15H13I2N1O4,524.8934039,9
cADP-Ribose,cADP-Ribose,NA,NA,NA,,C13050,,C1C2C(C(C(O2)N3C=NC4=C3N=CN(C4=N)C5C(C(C(O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O,,,,9.86,,,,,C15H21N5O13P2,541.0611088,9
S-adenosyl-L-methionine,S-adenosyl-L-methionine,S-Adenosylmethionine,HMDB0001185,16757548,15414,C00019,6064,C[S+](CC[C@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,,,,10.4,,,,,C15H22N6O5S1,398.1372386,8
UDP-D-Glucose,UDP-D-Glucose,Uridine diphosphate glucose,HMDB0000286,53477679,,C00029,5278,C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)O)O,,,,10.34,,,,,C15H24N2O17P2,566.0550203,6
ADP-D-Glucose,ADP-D-Glucose,ADP-glucose,HMDB0006557,16500,15751,C00498,,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,,,,9.96,,,,,C16H25N5O15P2,589.0822381,8
UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,Uridine diphosphate-N-acetylglucosamine,HMDB0000290,445675,16264,C00043,5281,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,,,,9.92,,,,,C17H27N3O17P2,607.0815694,7
Folate,Folate,Folic acid,HMDB0000121,6037,27470,C00504,246,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,,,,9.96,,,,,C19H19N7O6,441.1396814,14
Androstenedione,Androstenedione,Androstenedione,HMDB0000053,6128,16422,C00280,2795,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,,,,1.19,,,,,C19H26O2,286.1932801,7
5-Methyl THF,5-Methyl-tetrahydrofolate,5-Methyltetrahydrofolic acid,HMDB0001396,439234,15641,C00440,6215,CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)O)C(=O)O,,,,9.42,,,,,C20H25N7O6,459.1866316,12
Glutathione disulfide,Glutathione disulfide,Oxidized glutathione,HMDB0003337,975,17858,C00127,6893,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,,,,12.71,,,,,C20H32N6O12S2,612.151962,8
11a-Hydroxyprogesterone,11a-Hydroxyprogesterone,11a-Hydroxyprogesterone,HMDB0000920,440105,16076,C03747,5873,CC(=O)C1CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C,,,,1.14,,,,,C21H30O2,314.2245802,7
Tetrahydrocortisone,Tetrahydrocortisone,Tetrahydrocortisone,HMDB0000903,12444617,,,1915,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,,,,1.27,,,,,C21H32O5,364.2249741,6
Coenzyme A,Coenzyme A,Coenzyme A,HMDB0001423,6816,1146900,C00010,6235,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,,,,9.82,,,,,C21H36N7O16P3S1,767.1152083,9
Acetyl CoA,Acetyl CoA,Acetyl-CoA,HMDB0001206,444493,15351,C00024,6082,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,,,,9.58,,,,,C23H38N7O17P3S1,809.125773,10
Malonyl-CoA,Malonyl-CoA,Malonyl-CoA,HMDB0001175,10663,15531,C00083,6056,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,,,,11.12,,,,,C24H38N7O19P3S1,853.1156023,11
Propionyl CoA,Propionyl-CoA,Propionyl-CoA,HMDB0001275,439164,15539,C00100,6130,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,,,,9.23,,,,,C24H40N7O17P3S1,823.1414231,10
Deoxycholic acid,Deoxycholic acid,Deoxycholic acid,HMDB0000626,222528,28834,C04483,265,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,,,,1.91,,,,,C24H40O4,392.2926598,5
Acetoacetyl-CoA,Acetoacetyl-CoA,Acetoacetyl-CoA,HMDB0001484,439214,15345,C00332,449,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,,,,,,,,,C25H40N7O18P3S1,851.1363377,11
Succinyl-CoA,Succinyl-CoA,Succinyl-CoA,HMDB0001022,439161,15380,C00091,5951,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,,,,11.02,,,,,C25H40N7O19P3S1,867.1312523,11
Methylmalonyl-CoA,Methylmalonyl-CoA,Methylmalonyl-CoA,HMDB0001269,439291,15466,C00683,462,C[C@@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,,,,,,,,,C25H40N7O19P3S1,867.1312523,11
Butyryl CoA,Butyryl-CoA,Butyryl-CoA,HMDB0001088,265,57371,C00136,5996,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,,,,8.9,,,,,C25H42N7O17P3S1,837.1570732,10
3-Hydroxybutyryl CoA,3-Hydroxybutyryl-CoA,3-Hydroxybutyryl-CoA,HMDB0001166,440045,15452,C03561,456,C[C@H](CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,,,,9.86,,,,,C25H42N7O18P3S1,853.1519878,10
Deoxycholylglycine,Deoxycholylglycine,Deoxycholic acid glycine conjugate,HMDB0000631,22833539,27471,C05464,5604,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,,,,1.93,,,,,C26H43N1O5,449.3141235,6
HMG-CoA,HMG-CoA,3-Hydroxy-3-methylglutaryl-CoA,HMDB0001375,439218,15467,C00356,6201,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O,,,,,,,,,C27H44N7O20P3S1,911.1574671,11
Cholesteryl sulfate,Cholesteryl sulfate,Cholesterol sulfate,HMDB0000653,65076,41321,C18043,5625,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C)C,,,,1.1,,,,,C27H46O4S1,466.3116807,5
Glycine,Glycine,Glycine,HMDB0000123,750,15428,C00037,20,C(C(=O)O)N,,,,7.4,,,,,C2H5N1O2,75.03202841,1
Methylguanidine,Methylguanidine,Methylguanidine,HMDB0001522,10111,16628,C02294,3768,CN=C(N)N,,,,4.85,,,,,C2H7N3,73.06399725,1
Taurine,Taurine,Taurine,HMDB0000251,1123,15891,C00245,31,C(CS(=O)(=O)O)N,,,,4.62,,,,,C2H7N1O3S1,125.0146638,0
Hematoporphyrin,Hematoporphyrin,Hematoporphyrin IX,HMDB0000668,NA,,,5638,CC(O)C1=C2NC(\C=C3/N\C(=C/C4=N/C(=C\C5=N\C(=C/2)\C(C)=C5C(C)O)/C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C)=C1C,,,,2.54,,,,,C34H38N4O6,598.279135,18
Pyruvate,Pyruvate,Pyruvic acid,HMDB0000243,1060,32816,C00022,117,CC(=O)C(=O)O,,,,2.53,,,,,C3H4O3,88.01604399,2
Phosphoenolpyruvate,Phosphoenolpyruvate,Phosphoenolpyruvic acid,HMDB0000263,1005,44897,C00074,5264,C=C(C(=O)O)OP(=O)(O)O,,,,,,,,,C3H5O6P1,167.9823744,2
Phosphohydroxypyruvate,Phosphohydroxypyruvate,Phosphohydroxypyruvic acid,HMDB0001024,105,30933,C03232,484,C(C(=O)C(=O)O)OP(=O)(O)O,,,,,,,,,C3H5O7P1,183.977289,2
