name,revised_Query,Compound_Name,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Hilic_20min_QE,Hilic_25min_QE,Hilic_25min_QE2,Hilic_Rutgers_QEPlus,Hilic_30min_QTOF,E_Waters_25min,E_30min,lipids,formula,mass,rdbe
2-Deoxy-D-ribose,Deoxyribose,Deoxyribose,HMDB0003224,22833604,28816,C01801,3258,C1[C@H]([C@@H](O[C@@H]1O)CO)O,NA,7.12,6.85846317,NA,NA,NA,NA,,C5H10O4,134.0579088,1
Synephrine,Synephrine,p-Synephrine,HMDB0004826,7172,29081,C04548,7088,CNCC(C1=CC=C(C=C1)O)O,NA,10.02,9.651938338,NA,NA,NA,NA,,C9H13N1O2,167.0946287,4
N-Methyltyramine,N-Methyltyramine,N-Methyltyramine,HMDB0003633,9727,17458,C02442,NA,CNCCC1=CC=C(C=C1)O,NA,9.54,9.189570034,NA,NA,NA,NA,,C9H13N1O1,151.099714,4
Capryloyl glycine,Capryloyl glycine,Capryloylglycine,HMDB0000832,84290,74099,NA,5795,CCCCCCCC(=O)NCC(=O)O,NA,2.85,2.745311803,NA,NA,NA,NA,,C10H19N1O3,201.1364935,2
Cysteamine,Cysteamine,Cysteamine,HMDB0002991,6058,17141,C01678,3222,C(CS)N,NA,2.68,2.581556362,NA,NA,NA,NA,,C2H7N1S1,77.02991996,0
p-Benzoquinone,p-Benzoquinone,Quinone,HMDB0003364,4650,16509,C00472,6905,C1=CC(=O)C=CC1=O,NA,3,2.889801898,NA,NA,NA,NA,,C6H4O2,108.0211294,5
2-6-Diaminopimelic Acid,"2,6-Diaminopimelic Acid",Diaminopimelic acid,HMDB0001370,439283,16026,C00666,352,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N,NA,14.7,14.1600293,NA,NA,NA,NA,,C7H14N2O4,190.0953569,2
5-Phenylvaleric Acid,5-Phenylvaleric Acid,5-Phenylvaleric acid,HMDB0002043,16757,40131,NA,6456,C1=CC=C(C=C1)CCCCC(=O)O,NA,2.79,2.687515765,NA,NA,NA,NA,,C11H14O2,178.0993797,5
trans-4-Hydroxycyclohexanecarboxylic Acid,4-Hydroxycyclohexanecarboxylic acid,4-Hydroxycyclohexylcarboxylic acid,HMDB0001988,151138,16817,NA,NA,C1CC(CCC1C(=O)O)O,NA,8.94,8.611609655,NA,NA,NA,NA,,C7H12O3,144.0786442,2
5-Aminovaleric acid,5-Aminovaleric acid,5-Aminopentanoic acid,HMDB0003355,138,15887,C00431,6902,C(CCN)CC(=O)O,NA,13.54,13.04263923,NA,NA,NA,NA,,C5H11N1O2,117.0789786,1
Glycoursodeoxycholic acid,Glycoursodeoxycholic acid,Glycoursodeoxycholic acid,HMDB0000708,12310288,542261,NA,5676,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,NA,3,2.889801898,NA,NA,NA,NA,,C26H43N1O5,449.3141235,6
N'-Methylnicotinamide,N'-Methylnicotinamide,1-Methylnicotinamide,HMDB0000699,457,16797,C02918,5667,C[N+]1=CC=CC(=C1)C(=O)N,NA,4.15,3.997559292,NA,NA,NA,NA,,C7H8N2O1,136.0636629,5
5-Keto-D-gluconic acid,5-Keto-D-gluconic acid,5-Keto-D-gluconate,HMDB0011731,157,NA,C01062,NA,C(C(=O)C(C(C(C(=O)O)O)O)O)O,NA,11,10.59594029,NA,NA,NA,NA,,C6H10O7,194.0426527,2
2-3-Dihydroxybenzoic acid,"2,3-Dihydroxybenzoic acid",2-Pyrocatechuic acid,HMDB0000397,19,18026,C00196,5386,C1=CC(=C(C(=C1)O)O)C(=O)O,NA,2.52,2.427433594,NA,NA,NA,NA,,C7H6O4,154.0266087,5
N-Formyl-L-methionine,N-Formyl-L-methionine,N-Formyl-L-methionine,HMDB0001015,6995182,16552,C03145,5945,CSCC[C@H](C(=O)O)NC=O,NA,6.8,6.550217635,NA,NA,NA,NA,,C6H11N1O3S1,177.045964,2
Hyodeoxycholic acid,Hyodeoxycholic acid,Hyodeoxycholic acid,HMDB0000733,9963687,NA,NA,5701,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4[C@@]3(CC[C@H](C4)O)C)O)C,NA,3,2.889801898,NA,NA,NA,NA,,C24H40O4,392.2926598,5
DL-Benzylsuccinic acid,L-Benzylsuccinic acid,(R)-2-Benzylsuccinate,HMDB0012127,446168,1220624,C09816,NA,C1=CC=C(C=C1)C[C@@H](CC(=O)O)C(=O)O,NA,9,8.669405693,NA,NA,NA,NA,,C11H12O4,208.0735589,6
N-Acetyl-L-methionine,N-Acetyl-L-methionine,N-Acetyl-L-methionine,HMDB0011745,6180,165927,C02712,NA,CC(=O)NC(CCSC)C(=O)O,NA,6.8,6.550217635,NA,NA,NA,NA,,C7H13N1O3S1,191.061614,2
Shikimic acid,Shikimic acid,Shikimic acid,HMDB0003070,8742,16119,C00493,338,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,NA,12,11.55920759,NA,NA,NA,NA,,C7H10O5,174.0528234,3
3-(3-Methoxyphenyl)propionic acid,3-(3-Methoxyphenyl)propionic acid,3-Methoxybenzenepropanoic acid,HMDB0011751,66336,NA,NA,NA,COC1=CC=CC(=C1)CCC(=O)O,NA,2.87,2.764577149,NA,NA,NA,NA,,C10H12O3,180.0786442,5
1-3-Dimethyluracil,"1,3-Dimethyluracil","1,3-Dimethyluracil",HMDB0002144,70122,108884,NA,NA,CN1C=CC(=O)N(C1=O)C,NA,3.09,2.976495955,NA,NA,NA,NA,,C6H8N2O2,140.0585775,4
3-Hydroxybenzoic acid,3-Hydroxybenzoic acid,3-Hydroxybenzoic acid,HMDB0002466,7420,30764,C00587,6690,C1=CC(=CC(=C1)O)C(=O)O,NA,2.96,2.851271206,NA,NA,NA,NA,,C7H6O3,138.0316941,5
Pyridoxal,Pyridoxal,Pyridoxal,HMDB0001545,1050,17310,C00250,6312,CC1=NC=C(C(=C1O)C=O)CO,NA,6.39,6.155278042,NA,NA,NA,NA,,C8H9N1O3,167.0582432,5
trans-3-Indoleacrylic acid,3-Indoleacrylic acid,Indoleacrylic acid,HMDB0000734,15030923,90333,NA,5702,C1=CC=C2C(=C1)C=C(N2)/C=C/C(=O)O,NA,2.96,2.851271206,NA,NA,NA,NA,,C11H9N1O2,187.0633285,8
hyaluronate,hyaluronate,Hyaluronan,HMDB0010366,24759,NA,NA,NA,CC(=O)N[C@H]1[C@@H](O[C@@H]([C@H](C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O[C@H]3[C@@H](C([C@@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)NC(=O)C)O)O)O)CO)O,NA,NA,NA,NA,NA,NA,NA,,C28H44N2O23,776.2334857,8
2-Hydroxy Hippuric Acid,Salicyluric acid,Salicyluric acid,HMDB0000840,10253,9008,C07588,617,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,NA,3,2.889801898,NA,NA,NA,NA,,C9H9N1O4,195.0531578,6
Homogentisic acid,Homogentisic acid,Homogentisic acid,HMDB0000130,780,44747,C00544,331,C1=CC(=C(C=C1O)CC(=O)O)O,NA,2.96,2.851271206,NA,NA,NA,NA,,C8H8O4,168.0422587,5
Hexanoyl Glycine,Hexanoylglycine,Hexanoylglycine,HMDB0000701,99463,64390,NA,5669,CCCCCC(=O)NCC(=O)O,NA,3.05,2.937965263,NA,NA,NA,NA,,C8H15N1O3,173.1051934,2
Guaiacol,Guaiacol,Guaiacol,HMDB0001398,460,28591,C01502,6217,COC1=CC=CC=C1O,NA,2.96,2.851271206,NA,NA,NA,NA,,C7H8O2,124.0524295,4
3-Indolepropionic acid,3-Indolepropionic acid,Indole-3-propionic acid,HMDB0002302,3744,43580,NA,6602,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,NA,2.98,2.870536552,NA,NA,NA,NA,,C11H11N1O2,189.0789786,7
O-Phosphorylethanolamine,O-Phosphorylethanolamine,O-Phosphoethanolamine,HMDB0000224,1015,17553,C00346,5233,C(COP(=O)(O)O)N,NA,14.1,13.58206892,NA,NA,NA,NA,,C2H8N1O4P1,141.0190942,0
N-Acetyl-L-tyrosine,N-Acetyl-L-tyrosine,N-Acetyl-L-tyrosine,HMDB0000866,68310,201465,C01657,NA,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,NA,7.1,6.839197824,NA,NA,NA,NA,,C11H13N1O4,223.0844579,6
Indole-3-pyruvic acid,Indole-3-pyruvic acid,Indolepyruvate,HMDB0094701,NA,NA,NA,NA,OC(=O)C(=O)CC1=CNC2=CC=CC=C12,NA,2.57,2.475596959,NA,NA,NA,NA,,C11H9N1O3,203.0582432,8
2-Ketobutyric acid,2-Ketobutyric acid,2-Ketobutyric acid,HMDB0000005,58,30831,C00109,NA,CCC(=O)C(=O)O,NA,2.83,2.726046457,NA,NA,NA,NA,,C4H6O3,102.0316941,2
2-Phenylpropionic acid,2-Phenylpropionic acid,2-Phenylpropionate,HMDB0011743,10296,48526,NA,NA,CC(C1=CC=CC=C1)C(=O)O,NA,2.8,2.697148438,NA,NA,NA,NA,,C9H10O2,150.0680796,5
4-Methylvaleric acid,4-Methylvaleric acid,Isocaproic acid,HMDB0000689,12587,74903,NA,4191,CC(C)CCC(=O)O,NA,3,2.889801898,NA,NA,NA,NA,,C6H12O2,116.0837296,1
N-(5-Aminopentyl)acetamide,N-(5-Aminopentyl)acetamide,N-Acetylcadaverine,HMDB0002284,189087,NA,NA,NA,CC(=O)NCCCCCN,NA,13.22,12.7343937,NA,NA,NA,NA,,C7H16N2O1,144.1262632,1
3-Hydroxyisovaleric acid,3-Hydroxyisovaleric acid,3-Hydroxyisovaleric acid,HMDB0000754,69362,37084,NA,5722,CC(C)(CC(=O)O)O,NA,6,5.779603795,NA,NA,NA,NA,,C5H10O3,118.0629942,1
2-Hydroxyvaleric acid,2-Hydroxyvaleric acid,2-Hydroxyvaleric acid,HMDB0001863,98009,60647,NA,NA,CCCC(C(=O)O)O,NA,4,3.853069197,NA,NA,NA,NA,,C5H10O3,118.0629942,1
Indole-3-acetaldehyde,Indole-3-acetaldehyde,Indoleacetaldehyde,HMDB0001190,800,18086,C00637,6068,C1=CC=C2C(=C1)C(=CN2)CC=O,NA,2.65,2.552658343,NA,NA,NA,NA,,C10H9N1O1,159.0684139,7
Cysteine-glutathione disulphide,Cysteine-glutathione disulfide,Cysteineglutathione disulfide,HMDB0000656,53477713,NA,NA,5628,C(CC(=O)N[C@@H](CSSCC(C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,NA,13.8,13.29308873,NA,NA,NA,NA,,C13H22N4O8S2,426.0879052,5
3-Ureidopropionic acid,3-Ureidopropionic acid,Ureidopropionic acid,HMDB0000026,111,18261,C02642,5097,C(CNC(=O)N)C(=O)O,NA,11,10.59594029,6.42,NA,NA,NA,,C4H8N2O3,132.0534921,2
Benzoic acid,Benzoic acid,Benzoic acid,HMDB0001870,243,30746,C00180,1297,C1=CC=C(C=C1)C(=O)O,NA,10.4,10.01797991,NA,NA,NA,NA,,C7H6O2,122.0367794,5
2-Oxoisopentanoic acid,Alpha-ketoisovaleric acid,Alpha-ketoisovaleric acid,HMDB0000019,49,16530,C00141,5091,CC(C)C(=O)C(=O)O,NA,2.6,2.504494978,NA,NA,NA,NA,,C5H8O3,116.0473441,2
3-Indoxyl sulfate,3-Indoxyl sulfate,Indoxyl sulfate,HMDB0000682,10258,43355,NA,524,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O,NA,2,1.926534598,NA,NA,NA,NA,,C8H7N1O4S1,213.0095784,6
Hypotaurine,Hypotaurine,Hypotaurine,HMDB0000965,107812,16668,C00519,281,C(CS(=O)O)N,NA,12.6,12.13716797,NA,NA,NA,NA,,C2H7N1O2S1,109.0197492,0
Cysteine S-sulfate,Cysteine-S-sulfate,Cysteine-S-sulfate,HMDB0000731,115015,27891,C05824,NA,C([C@@H](C(=O)O)N)SS(=O)(=O)O,NA,9.8,9.440019532,NA,NA,NA,NA,,C3H7N1O5S2,200.9765638,1
3-Phenylpropionic acid,3-Phenylpropionic acid,Hydrocinnamic acid,HMDB0000764,107,28631,C05629,4153,C1=CC=C(C=C1)CCC(=O)O,NA,2.8,2.697148438,NA,NA,NA,NA,,C9H10O2,150.0680796,5
Trimethylamine N-oxide,Trimethylamine N-oxide,Trimethylamine N-oxide,HMDB0000925,1145,15724,C01104,5876,C[N+](C)(C)[O-],NA,12.6,12.13716797,NA,NA,NA,NA,,C3H9N1O1,75.06841392,0
Pargyline,Pargyline,Pargyline,HMDB0015563,4688,128477,C07414,NA,CN(CC#C)CC1=CC=CC=C1,NA,13.5,13.00410854,NA,NA,NA,NA,,C11H13N1,159.1047994,6
Phenaceturic acid,Phenaceturic acid,Phenylacetylglycine,HMDB0000821,68144,27480,C05598,4237,C1=CC=C(C=C1)CC(=O)NCC(=O)O,NA,6.9,6.646544364,NA,NA,NA,NA,,C10H11N1O3,193.0738932,6
Diethanolamine,Diethanolamine,Diethanolamine,HMDB0004437,8113,28123,C06772,3239,C(CO)NCCO,NA,11.8,11.36655413,NA,NA,NA,NA,,C4H11N1O2,105.0789786,0
Triethanolamine,Triethanolamine,Triethanolamine,HMDB0032538,7618,28621,C06771,NA,C(CO)N(CCO)CCO,NA,7.16,6.896993862,NA,NA,NA,NA,,C6H15N1O3,149.1051934,0
gamma-Butyrobetaine,gamma-Butyrobetaine,4-Trimethylammoniobutanoic acid,HMDB0001161,134,1941,C01181,6043,C[N+](C)(C)CCCC(=O)O,NA,13.4,12.90778181,NA,NA,NA,NA,,C7H15N1O2,145.1102787,1
2-Oxoadipic acid,2-Oxoadipic acid,Oxoadipic acid,HMDB0000225,71,15753,C00322,5234,C(CC(=O)C(=O)O)CC(=O)O,NA,12.4,11.94451451,NA,NA,NA,NA,,C6H8O5,160.0371734,3
N6-N6-N6-Trimethyllysine,"N6,N6,N6-Trimethyl-L-lysine","N6,N6,N6-Trimethyl-L-lysine",HMDB0001325,440120,17311,C03793,6161,C[N+](C)(C)CCCC[C@@H](C(=O)[O-])N,NA,17.1,16.47187082,NA,NA,NA,NA,,C9H20N2O2,188.1524779,1
Hydroxy-methoxycinnamic acid,3-Hydroxy-4-methoxycinnamic acid,Isoferulic acid,HMDB0000955,736186,493263,C10470,5901,COC1=C(C=C(C=C1)/C=C/C(=O)O)O,NA,NA,NA,2.23,NA,NA,NA,,C10H10O4,194.0579088,6
Tryptophol,Tryptophol,Tryptophanol,HMDB0003447,10685,17890,C00955,6932,C1=CC=C2C(=C1)C(=CN2)CCO,NA,NA,NA,1.22,NA,NA,NA,,C10H11N1O1,161.084064,6
Kynurenine,Kynurenine,L-Kynurenine,HMDB0000684,161166,16946,C00328,72,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,NA,NA,NA,3.53,NA,NA,NA,,C10H12N2O3,208.0847923,6
Deoxyinosine,Deoxyinosine,Deoxyinosine,HMDB0000071,65058,28997,C05512,3383,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)CO)O,NA,NA,NA,2.86,NA,NA,NA,,C10H12N4O4,252.0858549,7
Inosine,Inosine,Inosine,HMDB0000195,6021,17596,C00294,84,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,NA,NA,NA,NA,NA,NA,NA,,C10H12N4O5,268.0807695,7
Xanthosine,Xanthosine,Xanthosine,HMDB0000299,64959,18107,C01762,3408,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,NA,NA,NA,4.79,NA,NA,NA,,C10H12N4O6,284.0756841,7
Cyclic AMP,Cyclic AMP,Cyclic AMP,HMDB0000058,6076,17489,C00575,5120,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O,NA,NA,NA,4.34,NA,NA,NA,,C10H12N5O6P1,329.0525196,8
3-Phenylbutyric acid,3-Phenylbutyric acid,3-Phenylbutyric acid,HMDB0001955,20724,NA,NA,6399,CC(CC(=O)O)C1=CC=CC=C1,NA,NA,NA,1.91,NA,NA,NA,,C10H12O2,164.0837296,5
3 4-Dimethoxyphenylacetic acid,"3,4-Dimethoxyphenylacetic acid",Homoveratric acid,HMDB0000434,7139,NA,NA,5423,COC1=C(C=C(C=C1)CC(=O)O)OC,NA,NA,NA,2.23,NA,NA,NA,,C10H12O4,196.0735589,5
Xanthosine-5-phosphate,Xanthosine 5'-phosphoric acid,Xanthylic acid,HMDB0001554,73323,15652,C00655,NA,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,NA,NA,NA,11.48,NA,NA,NA,,C10H13N4O9P1,364.0420145,7
Deoxyadenosine,Deoxyadenosine,Deoxyadenosine,HMDB0000101,13730,17256,C00559,3382,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O,NA,NA,NA,2,NA,NA,NA,,C10H13N5O3,251.1018393,7
Adenosine,Adenosine,Adenosine,HMDB0000050,60961,16335,C00212,86,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,NA,NA,NA,2.6,NA,NA,NA,,C10H13N5O4,267.0967539,7
Deoxyguanosine,Deoxyguanosine,Deoxyguanosine,HMDB0000085,187790,17172,C00330,3395,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)CO)O,NA,NA,NA,3.37,NA,NA,NA,,C10H13N5O4,267.0967539,7
Guanosine,Guanosine,Guanosine,HMDB0000133,6802,16750,C00387,87,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N,NA,NA,NA,NA,NA,NA,NA,,C10H13N5O5,283.0916686,7
Thymidine,Thymidine,Thymidine,HMDB0000273,5789,17748,C00214,3375,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,NA,NA,NA,1.95,NA,NA,NA,,C10H14N2O5,242.0902716,5
Biotin,Biotin,Biotin,HMDB0000030,171548,15956,C00120,243,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,NA,NA,NA,3.99,NA,NA,NA,,C10H16N2O3S1,244.0881631,4
Glutathione,Glutathione,Glutathione,HMDB0000125,124886,16856,C00051,44,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,NA,NA,NA,9.13,NA,NA,NA,,C10H17N3O6S1,307.083806,4
L-arginino-succinate,Argininosuccinic acid,Argininosuccinic acid,HMDB0000052,16950,15682,C03406,5115,C(C[C@@H](C(=O)O)N)CN=C(N)N[C@@H](CC(=O)O)C(=O)O,NA,NA,NA,11.11,NA,NA,NA,,C10H18N4O6,290.1226343,4
N-octanoylglycine,N-octanoylglycine,Capryloylglycine,HMDB0000832,84290,74099,NA,5795,CCCCCCCC(=O)NCC(=O)O,NA,NA,NA,1.91,NA,NA,NA,,C10H19N1O3,201.1364935,2
Spermine,Spermine,Spermine,HMDB0001256,1103,15746,C00750,255,C(CCNCCCN)CNCCCN,NA,NA,NA,1.32,NA,NA,NA,,C10H26N4,202.2157469,0
Xanturenic acid,Xanthurenic acid,Xanthurenic acid,HMDB0000881,5699,217069,C02470,5841,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,NA,NA,NA,3.46,NA,NA,NA,,C10H7N1O4,205.0375077,8
Indolelactic acid,Indolelactic acid,Indolelactic acid,HMDB0000671,92904,24813,C02043,5641,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,NA,NA,NA,2.01,NA,NA,NA,,C11H11N1O3,205.0738932,7
Tryptophan,Tryptophan,L-Tryptophan,HMDB0000929,6305,16828,C00078,5879,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,NA,NA,NA,3.3,NA,NA,NA,,C11H12N2O2,204.0898776,7
5-Hydroxytryptophan,5-Hydroxytryptophan,5-Hydroxy-L-tryptophan,HMDB0000472,144,28171,C01017,NA,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,NA,NA,NA,4.55,NA,NA,NA,,C11H12N2O3,220.0847923,7
1-(4-Hydroxyphenyl)piperidin-2-one,1-(4-Hydroxyphenyl)piperidin-2-one,NA,NA,11672829,NA,NA,NA,C1CCN(C(=O)C1)C2=CC=C(C=C2)O,NA,NA,NA,1.75,NA,NA,NA,,C11H13N1O2,191.0946287,6
Acetyl-Phenylalanine,N-Acetyl-L-phenylalanine,N-Acetyl-L-phenylalanine,HMDB0000512,74839,16259,C03519,5498,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,NA,NA,NA,2.15,NA,NA,NA,,C11H13N1O3,207.0895433,6
Nicotinamide riboside,Nicotinamide riboside,Nicotinamide riboside,HMDB0000855,439924,15927,C03150,5818,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,NA,NA,NA,NA,NA,NA,NA,,C11H14N2O5,254.0902716,6
Nicotinamide ribotide,Nicotinamide ribotide,Nicotinamide ribotide,HMDB0000229,14180,16171,C00455,5238,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)[O-])O)O)C(=O)N,NA,NA,NA,10.82,NA,NA,NA,,C11H15N2O8P1,334.056602,6
5- Methylthioadenosine,5'-Methylthioadenosine,5'-Methylthioadenosine,HMDB0001173,439176,17509,C00170,3425,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,NA,NA,NA,1.9,NA,NA,NA,,C11H15N5O3S1,297.0895601,7
Indoleacrylic acid,Indoleacrylic acid,Indoleacrylic acid,HMDB0000734,15030923,90333,NA,5702,C1=CC=C2C(=C1)C=C(N2)/C=C/C(=O)O,NA,NA,NA,1.98,NA,NA,NA,,C11H9N1O2,187.0633285,8
N-acetylserotonin,N-acetylserotonin,N-Acetylserotonin,HMDB0001238,903,17697,C00978,366,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,NA,NA,NA,1.77,NA,NA,NA,,C12H14N2O2,218.1055277,7
3 4 5-Trimethoxycinnamic acid,"3,4,5-Trimethoxycinnamic acid","3,4,5-Trimethoxycinnamic acid",HMDB0002511,735755,NA,NA,6705,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)O,NA,NA,NA,1.91,NA,NA,NA,,C12H14O5,238.0841235,6
Thiamine,Thiamine,Thiamine,HMDB0000235,1130,18385,C00378,5242,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,NA,NA,NA,6.18,NA,NA,NA,,C12H16N4O1S1,264.1044819,7
Thiamine pyrophosphate,Thiamine pyrophosphate,Thiamine pyrophosphate,HMDB0001372,1132,9532,C00068,2832,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O,NA,NA,NA,13.19,NA,NA,NA,,C12H18N4O7P2S1,424.0371427,7
Pirbuterol,Pirbuterol,Pirbuterol,HMDB0015407,4845,724172,C07807,NA,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O,NA,NA,NA,4.78,NA,NA,NA,,C12H20N2O3,240.1473925,4
D-Melibiose,D-Melibiose,Melibiose,HMDB0000048,440658,28053,C05402,3478,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,NA,NA,NA,9.24,NA,NA,NA,,C12H22O11,342.1162115,2
Trehalose-6-phosphate,Trehalose-6-phosphate,Trehalose 6-phosphate,HMDB0001124,122336,18283,C00689,6019,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O)O)O)O,NA,NA,NA,12.18,NA,NA,NA,,C12H23O14P1,422.0825419,2
Aspartyl-Phenylalanine,Aspartyl-Phenylalanine,Aspartylphenylalanine,HMDB0000706,93078,385866,NA,5674,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)N,NA,NA,NA,6.93,NA,NA,NA,,C13H16N2O5,280.1059216,7
Tridecanoic acid,Tridecanoic acid,Tridecanoic acid,HMDB0000910,12530,45919,C17076,5866,CCCCCCCCCCCCC(=O)O,NA,NA,NA,1.24,NA,NA,NA,,C13H26O2,214.1932801,1
S-adenosyl-L-homocysteine,S-adenosyl-L-homocysteine,S-Adenosylhomocysteine,HMDB0000939,439155,16680,C00021,296,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O,NA,NA,NA,7.81,NA,NA,NA,,C14H20N6O5S1,384.1215885,8
Triiodothyronine (Liothyronine),Liothyronine,Liothyronine,HMDB0000265,5920,18258,C02465,5265,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,NA,NA,NA,1.91,NA,NA,NA,,C15H12I3N1O4,650.7900519,9
3 5-Diiodothyronine,"3,5-Diiodothyronine","3,5-Diiodothyronine",HMDB0000582,123675,350682,NA,5564,C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I,NA,NA,NA,1.91,NA,NA,NA,,C15H13I2N1O4,524.8934039,9
cADP-Ribose,cADP-Ribose,NA,NA,NA,NA,C13050,NA,C1C2C(C(C(O2)N3C=NC4=C3N=CN(C4=N)C5C(C(C(O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O,NA,NA,NA,9.86,NA,NA,NA,,C15H21N5O13P2,541.0611088,9
S-adenosyl-L-methionine,S-adenosyl-L-methionine,S-Adenosylmethionine,HMDB0001185,16757548,15414,C00019,6064,C[S+](CC[C@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,NA,NA,NA,10.4,NA,NA,NA,,C15H22N6O5S1,398.1372386,8
UDP-D-Glucose,UDP-D-Glucose,Uridine diphosphate glucose,HMDB0000286,53477679,NA,C00029,5278,C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)O)O,NA,NA,NA,10.34,NA,NA,NA,,C15H24N2O17P2,566.0550203,6
ADP-D-Glucose,ADP-D-Glucose,ADP-glucose,HMDB0006557,16500,15751,C00498,NA,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,NA,NA,NA,9.96,NA,NA,NA,,C16H25N5O15P2,589.0822381,8
UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,Uridine diphosphate-N-acetylglucosamine,HMDB0000290,445675,16264,C00043,5281,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,NA,NA,NA,9.92,NA,NA,NA,,C17H27N3O17P2,607.0815694,7
