accession,iupac_name,name,SMILES,status,formula,mass,rdbe,category
YMDB00840,NA,2-deoxy-D-glucose 6-phosphate,[H]C([H])(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,quantified,C6H13O8P1,244.0348039,1,Metabolite
YMDB00842,NA,"24,25-dihydrolanosterol",[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3,quantified,C30H52O1,428.4018163,5,Metabolite
YMDB00844,NA,PPPi,OP(O)(=O)OP(O)(=O)OP(O)(O)=O,quantified,H5O10P3,257.9095558,0,Adduct
YMDB00847,NA,D-Cystine,N[C@H](CSSC[C@@H](N)C(O)=O)C(O)=O,quantified,C6H12N2O4S2,240.0238483,2,Metabolite
YMDB00850,NA,6-phospho-2-dehydro-D-gluconic acid,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C(=O)C(O)=O,quantified,C6H11O10P1,274.008983,2,Metabolite
YMDB00856,NA,2-Dehydropantolactone,CC1(C)COC(=O)C1=O,quantified,C6H8O3,128.0473441,3,Metabolite
YMDB00858,NA,Phosphoglycolic acid,OC(=O)COP(O)(O)=O,quantified,C2H5O6P1,155.9823744,1,Metabolite
YMDB00860,NA,N-Acetyl-D-phenylalanine,CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,quantified,C11H13N1O3,207.0895433,6,Metabolite
YMDB00866,NA,Mannotetraose,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,quantified,C24H42O21,666.2218584,4,Metabolite
YMDB00867,NA,CDP-ribitol,[H][C@](O)(CO)[C@]([H])(O)[C@]([H])(O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O,quantified,C14H25N3O15P2,537.0760901,5,Metabolite
YMDB00873,NA,N-Acetyl-D-valine,CC(C)[C@@H](NC(C)=O)C(O)=O,quantified,C7H13N1O3,159.0895433,2,Metabolite
YMDB00877,NA,sulcatone,CC(C)=CCCC(C)=O,quantified,C8H14O1,126.1044651,2,Metabolite
YMDB00880,NA,S-D-Lactoylglutathione,[H][C@](C)(O)C(=O)SCC(C(N)C(O)=O)C(O)=O,quantified,C8H13N1O6S1,251.0463579,3,Metabolite
YMDB00883,NA,Ethanol,CCO,quantified,C2H6O1,46.04186481,0,Metabolite
YMDB00884,NA,Linoleic acid,CCCCC\C=C\C\C=C\CCCCCCCC(O)=O,quantified,C18H32O2,280.2402303,3,Metabolite
YMDB00885,NA,Thymine,CC1=CNC(=O)NC1=O,quantified,C5H6N2O2,126.0429275,4,Metabolite
YMDB00887,NA,Adenine,NC1=C2NC=NC2=NC=N1,quantified,C5H5N5,135.0544952,6,Metabolite
YMDB00888,NA,Hydrogen peroxide,OO,quantified,H2O2,34.0054793,0,Adduct
YMDB00889,NA,Pyridoxamine,CC1=C(O)C(CN)=C(CO)C=N1,quantified,C8H12N2O2,168.0898776,4,Metabolite
YMDB00896,NA,L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O,quantified,C4H7N1O4,133.0375077,2,Metabolite
YMDB00897,NA,3-Methyladenine,CN1C=NC(N)=C2N=CN=C12,quantified,C6H7N5,149.0701453,6,Metabolite
YMDB00899,NA,Dihydrolipoamide,OC(=N)CCCCC(S)CCS,quantified,C8H17N1O1S2,207.0751556,1,Metabolite
YMDB00900,NA,oxygen,O=O,quantified,O2,31.98982924,1,Adduct
YMDB00901,NA,dADP,NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1,quantified,C10H15N5O9P2,411.0345001,7,Metabolite
YMDB00902,NA,ubiquinol,COC1=C(OC)C(O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1O,quantified,C49H78O4,730.590011,11,Metabolite
YMDB00905,NA,8-Amino-7-oxononanoic acid,CC(N)C(=O)CCCCCC(O)=O,quantified,C9H17N1O3,187.1208434,2,Metabolite
YMDB00907,NA,phosphate,[O-]P([O-])([O-])=O,quantified,H3O4P1,97.97689507,0,Adduct
YMDB00909,NA,Tetracosanoyl-CoA,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCCCCCCC)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@@H](O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C45H82N7O17P3S1,1117.470074,10,Metabolite
YMDB00910,NA,IDP,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)OC([C@@H]1O)N1C=NC2=C1NC=NC2=O,quantified,C10H14N4O11P2,428.0134303,7,Metabolite
YMDB00915,NA,Ubiquinol-6,COC1=C(O)C(C)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(O)=C1OC,quantified,C39H60O4,592.4491604,10,Metabolite
YMDB00916,NA,dCDP,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1,quantified,C9H15N3O10P2,387.0232667,5,Metabolite
YMDB00917,NA,O-Succinyl-L-homoserine,N[C@@H](CCOC(=O)CCC(O)=O)C(O)=O,quantified,C8H13N1O6,219.0742871,3,Metabolite
YMDB00927,NA,Dolichyl diphosphate,CC(CCOP(O)(=O)OP(O)(O)=O)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,quantified,C100H166O7P2,1541.210881,19,Metabolite
YMDB00928,NA,Dolichol-20,CC(CCO)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,quantified,C100H164O1,1381.27822,19,Metabolite
YMDB00934,NA,N-acetyl-D-glucosaminyldiphosphodolichol,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OCCC(C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)[C@H](NC(=O)C)[C@@H](O)[C@@H]1O,quantified,C108H179N1O12P2,1744.290253,21,Metabolite
YMDB00935,NA,beta-D-mannosyldiacetylchitobiosyldiphosphodolichol,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@@H](O[C@@H]2CO)O[C@H]2[C@H](O)[C@@H](NC(=O)C)[C@H](O[C@@H]2CO)OP(=O)(O)OP(=O)(O)OCCC(C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)[C@@H](O)[C@@H](O)[C@@H]1O,quantified,C122H202N2O22P2,2109.422449,24,Metabolite
YMDB00937,NA,dolichyl D-mannosyl phosphate,OC[C@H]1OC(OP(O)(=O)OCCC(C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)[C@@H](O)[C@@H](O)[C@@H]1O,quantified,C106H175O9P1,1623.297374,20,Metabolite
YMDB00940,NA,"N,N'-diacetylchitobiosyldiphosphodolichol",OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(=O)C)[C@H](O[C@@H]2CO)OP(O)(=O)OP(O)(=O)OCCC(C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)[C@H](NC(=O)C)[C@@H](O)[C@@H]1O,quantified,C116H192N2O17P2,1947.369626,23,Metabolite
YMDB00941,NA,dolichyl phosphate,CC(CCOP(O)(O)=O)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,quantified,C100H165O4P1,1461.24455,19,Metabolite
YMDB00946,NA,"Inositol 1,3,4,5,6-pentakisphosphate",O[C@@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O,quantified,C6H17O21P5,579.89504,1,Metabolite
YMDB00953,NA,"2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol",COC1=C(O)C(O)=C(C)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C1O,quantified,C38H58O4,578.4335103,10,Metabolite
YMDB00959,NA,(S)-3-hydroxyhexacosanoyl-CoA,CCCCCCCCCCCCCCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C47H86N7O18P3S1,1161.496289,10,Metabolite
YMDB00960,NA,3-oxohexacosanoyl-CoA,CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C47H84N7O18P3S1,1159.480639,11,Metabolite
YMDB00971,NA,4-methylumbelliferone,CC1=CC(=O)OC2=C1C=CC(O)=C2,quantified,C10H8O3,176.0473441,7,Metabolite
YMDB00972,NA,4beta-(hydroxymethyl)-4alpha-methyl-5alpha-cholest-7-en-3beta-ol,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@@](C)(CO)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,quantified,C29H50O2,430.3810808,5,Metabolite
YMDB00973,NA,cyclotriphosphoric acid,OP1(=O)OP(O)(=O)OP(O)(=O)O1,quantified,H3O9P3,239.8989911,1,Adduct
YMDB00976,NA,Pyrazinecarboxamide,NC(=O)C1=NC=CN=C1,quantified,C5H5N3O1,123.0432618,5,Metabolite
YMDB00977,NA,Precorrin-2,C[C@]1(CC(O)=O)[C@H](CCC(O)=O)\C2=C\C3=C(CC(O)=O)C(CCC(O)=O)=C(CC4=C(CCC(O)=O)C(CC(O)=O)=C(N4)\C=C4/N=C(/C=C1\N2)[C@@H](CCC(O)=O)[C@]4(C)CC(O)=O)N3,quantified,C42H48N4O16,864.3065315,21,Metabolite
YMDB00980,NA,(5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium,C[S+](CCCN)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,quantified,C14H22N6O3S1,354.1474094,7,Metabolite
YMDB00981,NA,Nitrate,[O-][N+]([O-])=O,quantified,H1N1O3,62.9956429,1,Adduct
YMDB00984,NA,"(6R)-6-(l-erythro-1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin",C[C@H](O)C(O)[C@H]1CNC2=NC=NC(O)=C2N1,quantified,C9H14N4O3,226.1065903,5,Metabolite
YMDB00986,NA,7-Methylguanine,CN1C=NC2=C1C(=O)N=C(N)N2,quantified,C6H7N5O1,165.0650599,6,Metabolite
YMDB00991,NA,N-acetyl-D-methionine,CSCC[C@@H](NC(C)=O)C(O)=O,quantified,C7H13N1O3S1,191.061614,2,Metabolite
YMDB00996,NA,N-Acetyl-D-tyrosine,CC(=O)N[C@H](CC1=CC=C(O)C=C1)C(O)=O,quantified,C11H13N1O4,223.0844579,6,Metabolite
YMDB01041,NA,L-3-Oxoalanine,N[C@@H](C=O)C(O)=O,quantified,C3H5N1O3,103.026943,2,Metabolite
YMDB01072,NA,2-phenylethanol,OCCC1=CC=CC=C1,quantified,C8H10O1,122.0731649,4,Metabolite
YMDB01096,NA,TG(18:0/18:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,quantified,C57H110O6,890.8302412,3,Metabolite
YMDB01098,NA,"(2S,3S,4R)-2-aminohexadecane-1,3,4-triol",CCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO,quantified,C16H35N1O3,289.261694,0,Metabolite
YMDB01099,NA,"(2S,3S,4R)-2-aminoicosane-1,3,4-triol",CCCCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO,quantified,C20H43N1O3,345.3242942,0,Metabolite
YMDB01100,NA,"{[(2S,3S,4R)-2-amino-3,4-dihydroxyicosyl]oxy}phosphonic acid",CCCCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)COP(O)(O)=O,quantified,C20H44N1O6P1,425.2906246,0,Metabolite
YMDB01102,NA,Cer 18:0;3/16:0;0,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C34H69N1O4,555.5226597,1,Metabolite
YMDB01103,NA,Cer 18:0;3/18:0;1,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC(=O)CCCCCCC[C@H](O)CCCCCCCCC,quantified,C36H73N1O5,599.5488744,1,Metabolite
YMDB01104,NA,Cer 18:0;3/20:0;1,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC(=O)CCCCCCC[C@H](O)CCCCCCCCCCC,quantified,C38H77N1O5,627.5801746,1,Metabolite
YMDB01105,NA,Cer 18:0;3/22:0;0,CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C40H81N1O4,639.6165601,1,Metabolite
YMDB01106,NA,Cer 18:0;3/22:0;1,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC(=O)CCCCCCC[C@H](O)CCCCCCCCCCCCC,quantified,C40H81N1O5,655.6114747,1,Metabolite
YMDB01110,NA,Cer 20:0;3/26:0;1,CCCCCCCCCCCCCCCCC[C@@H](O)CCCCCCCC(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCCCC,quantified,C46H93N1O5,739.7053751,1,Metabolite
YMDB01111,NA,"CL(1'-[16:0/16:0],3'-[16:1(9Z)/16:1(9Z)])",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,quantified,C73H138O17P2,1348.940926,6,Metabolite
YMDB01112,NA,"CL(1'-[16:0/16:0],3'-[16:1(9Z)/18:1(9Z)])",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,quantified,C75H142O17P2,1376.972226,6,Metabolite
YMDB01113,NA,"CL(1'-[16:0/16:1(9Z)],3'-[16:1(9Z)/16:1(9Z)])",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C73H136O17P2,1346.925276,7,Metabolite
YMDB01114,NA,"CL(1'-[16:0/16:1(9Z)],3'-[18:0/18:1(9Z)])",CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C77H146O17P2,1405.003526,6,Metabolite
YMDB01116,NA,"CL(1'-[16:1(9Z)/16:1(9Z)],3'-[16:1(9Z)/16:1(9Z)])",CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C73H134O17P2,1344.909626,8,Metabolite
YMDB01117,NA,"CL(1'-[16:1(9Z)/16:1(9Z)],3'-[16:1(9Z)/18:1(9Z)])",CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@H](O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C75H138O17P2,1372.940926,8,Metabolite
YMDB01118,NA,"CL(1'-[16:1(9Z)/16:1(9Z)],3'-[18:1(9Z)/18:1(9Z)])",CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C77H142O17P2,1400.972226,8,Metabolite
YMDB01119,NA,"CL(1'-[16:1(9Z)/18:1(9Z)],3'-[18:1(9Z)/18:1(9Z)])",CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C79H146O17P2,1429.003526,8,Metabolite
YMDB01120,NA,"CL(1'-[18:0/18:1(9Z)],3'-[18:1(9Z)/18:1(9Z)])",CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@@H](O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C81H152O17P2,1459.050476,7,Metabolite
YMDB01121,NA,"CL(1'-[18:1(9Z)/18:1(9Z)],3'-[18:1(9Z)/18:1(9Z)])",CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@]([H])(COP(O)(=O)OCC(O)([H])COP(=O)(O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C81H150O17P2,1457.034826,8,Metabolite
YMDB01122,NA,DG(12:0/16:0/0:0),CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC,quantified,C31H60O5,512.444075,2,Metabolite
YMDB01123,NA,DG(12:0/16:1(9Z)/0:0),CCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C31H58O5,510.428425,3,Metabolite
YMDB01124,NA,DG(14:0/16:0/0:0),[H][C@](CO)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,quantified,C33H64O5,540.4753751,2,Metabolite
YMDB01125,NA,DG(14:0/16:1(9Z)/0:0),[H][C@](CO)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C33H62O5,538.4597251,3,Metabolite
YMDB01126,NA,DG(14:1(9Z)/16:1(9Z)/0:0),[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C33H60O5,536.444075,4,Metabolite
YMDB01128,NA,DG(16:0/16:1(9Z)/0:0),[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C35H66O5,566.4910252,3,Metabolite
YMDB01129,NA,DG(16:0/18:1(9Z)/0:0),[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C37H70O5,594.5223253,3,Metabolite
YMDB01130,NA,DG(16:1(9Z)/16:1(9Z)/0:0),[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,quantified,C35H64O5,564.4753751,4,Metabolite
YMDB01131,NA,DG(16:1(9Z)/18:1(9Z)/0:0),[H][C@](CO)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C37H68O5,592.5066753,4,Metabolite
YMDB01132,NA,DG(18:0/18:1(9Z)/0:0),[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C39H74O5,622.5536255,3,Metabolite
YMDB01133,NA,IPC 18:0;2/20:0;0,CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)CCCCCCCCCCCCCCC,quantified,C44H88N1O11P1,837.6094991,2,Metabolite
YMDB01134,NA,IPC 18:0;3/16:0;0,CCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C40H80N1O12P1,797.5418135,2,Metabolite
YMDB01135,NA,IPC 18:0;3/16:0;1,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)NC(=O)CCCCCCC[C@H](O)CCCCCCC,quantified,C40H80N1O13P1,813.5367281,2,Metabolite
YMDB01136,NA,IPC 18:0;3/18:0;0,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C42H84N1O12P1,825.5731136,2,Metabolite
YMDB01137,NA,IPC 18:0;3/18:0;1,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)NC(=O)CCCCCCC[C@H](O)CCCCCCCCC,quantified,C42H84N1O13P1,841.5680282,2,Metabolite
YMDB01138,NA,IPC 18:0;3/20:0;0,CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C44H88N1O12P1,853.6044138,2,Metabolite
YMDB01139,NA,IPC 18:0;3/20:0;1,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)NC(=O)CCCCCCC[C@H](O)CCCCCCCCCCC,quantified,C44H88N1O13P1,869.5993284,2,Metabolite
YMDB01140,NA,IPC 18:0;3/22:0;0,CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C46H92N1O12P1,881.6357139,2,Metabolite
YMDB01141,NA,IPC 18:0;3/22:0;1,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)NC(=O)CCCCCCC[C@H](O)CCCCCCCCCCCCC,quantified,C46H92N1O13P1,897.6306285,2,Metabolite
YMDB01142,NA,IPC 18:0;3/22:0;2,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)NC(=O)CCCCCCC[C@H](O)CC[C@H](O)CCCCCCCCCC,quantified,C46H92N1O14P1,913.6255431,2,Metabolite
YMDB01143,NA,IPC 18:0;3/24:0;0,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C48H96N1O12P1,909.667014,2,Metabolite
YMDB01144,NA,IPC 18:0;3/24:0;1,CCCCCCCCCCCCCCC[C@@H](O)CCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C48H96N1O13P1,925.6619286,2,Metabolite
YMDB01145,NA,IPC 18:0;3/24:0;2,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)NC(=O)CCCCCCC[C@H](O)CC[C@H](O)CCCCCCCCCCCC,quantified,C48H96N1O14P1,941.6568433,2,Metabolite
YMDB01146,NA,IPC 18:0;3/26:0;0,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C50H100N1O12P1,937.6983141,2,Metabolite
YMDB01148,NA,IPC 18:0;3/26:0;2,CCCCCCCCCCCCCC[C@@H](O)CC[C@@H](O)CCCCCCCC(=O)N[C@@H](COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C50H100N1O14P1,969.6881434,2,Metabolite
